station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Kildale,110,1262,0,1372,0,Yorkshire and The Humber,7516,KLD
Kildonan,128,20,0,148,0,Scotland,8652,KIL
Kilgetty,8766,3586,0,12352,0,Wales,4083,KGT
Kilmarnock,117886,220432,17096,355414,5383,Scotland,9512,KMK
Kilmaurs,19732,34154,4416,58302,0,Scotland,9516,KLM
Kilpatrick,18680,36856,10896,66432,0,Scotland,9960,KPT
Kilwinning,187556,332382,71224,591162,60903,Scotland,9517,KWN
Kinbrace,300,136,0,436,0,Scotland,8653,KBC
Kingham,27040,166772,12458,206270,0,South East,3008,KGM
Kinghorn,27660,37344,4612,69616,0,Scotland,9142,KGH
Kings Langley,156482,173720,52038,382240,0,East of England,1392,KGL
Kings Lynn,159618,537382,60034,757034,747,East of England,7115,KLN
Kings Norton,230200,270606,174962,675768,0,West Midlands,1109,KNN
Kings Nympton,900,1492,1516,3908,0,South West,5823,KGN
Kings Park,38984,91280,16834,147098,0,Scotland,9817,KGP
Kings Sutton,20304,27988,6290,54582,0,East Midlands,4508,KGS
Kingsknowe,11660,8414,230,20304,0,Scotland,9217,KGE
Kingston,1188024,2031808,424078,3643910,0,London,5565,KNG
Kingswood,58170,56338,20166,134674,0,South East,5366,KND
Kingussie,16424,16456,98,32978,0,Scotland,8655,KIN
Kintbury,11490,40690,13014,65194,0,South East,3073,KIT
Kintore,37730,42008,5610,85348,0,Scotland,6597,KTR
Kirby Cross,12040,19844,17024,48908,0,East of England,6862,KBX
Kirk Sandall,16222,22304,10824,49350,0,Yorkshire and The Humber,6527,KKS
Kirkby (Merseyside),242862,1336768,481344,2060974,14106,North West,2124,KIR
Kirkby Stephen,4456,25346,86,29888,0,North West,2057,KSW
Kirkby-in-Ashfield,64408,33524,8454,106386,0,East Midlands,1867,KKB
Kirkby-In-Furness,3936,10516,1252,15704,0,North West,1959,KBF
Kirkcaldy,189818,421378,31046,642242,2124,Scotland,9145,KDY
Kirkconnel,3838,9998,118,13954,0,Scotland,9518,KRK
Kirkdale,271602,510110,252074,1033786,125710,North West,2245,KKD
Kirkham and Wesham,65560,222312,27014,314886,22264,North West,2668,KKM
Kirkhill,17186,37422,3520,58128,0,Scotland,9771,KKH
Kirknewton,20586,18380,784,39750,0,Scotland,9230,KKN
Kirkstall Forge,121254,73544,55150,249948,0,Yorkshire and The Humber,6544,KLF
Kirkwood,30110,53896,10062,94068,0,Scotland,9766,KWD
Kirton Lindsey,24,70,0,94,0,Yorkshire and The Humber,6466,KTL
Kiveton Bridge,23562,23238,6714,53514,0,Yorkshire and The Humber,6401,KIV
Kiveton Park,15232,19934,5508,40674,0,Yorkshire and The Humber,6565,KVP
Knaresborough,96574,313082,54068,463724,0,Yorkshire and The Humber,8214,KNA
Knebworth,171388,164236,67880,403504,0,East of England,6088,KBW
Knighton,8084,5318,180,13582,0,West Midlands,4206,KNI
Knockholt,60768,54466,22060,137294,0,London,5109,KCK
Knottingley,81296,46810,22316,150422,0,Yorkshire and The Humber,8546,KNO
Knucklas,1774,856,4,2634,0,Wales,4228,KNU
Knutsford,101392,123214,97356,321962,0,North West,2848,KNF
Kyle Of Lochalsh,22224,24410,0,46634,0,Scotland,8657,KYL
Ladybank,25360,29994,2636,57990,3612,Scotland,9149,LDY
Ladywell,293132,463010,161486,917628,0,London,5057,LAD
Laindon,834586,515292,398634,1748512,0,East of England,7445,LAI
Lairg,2176,1172,0,3348,0,Scotland,8658,LRG
Lake,4354,12918,3728,21000,0,South East,5504,LKE
Lakenheath,294,266,2,562,0,East of England,7201,LAK
Lamphey,2804,1016,0,3820,0,Wales,4084,LAM
Lanark,72640,116026,14524,203190,0,Scotland,9710,LNK
Lancaster,164442,1471388,194240,1830070,381715,North West,2685,LAN
Lancing,229576,423232,167146,819954,0,South East,5275,LAC
Landywood,40900,54730,22000,117630,0,West Midlands,1017,LAW
Langbank,13446,30788,15114,59348,0,Scotland,9652,LGB
Langho,8234,25666,5750,39650,0,North West,2735,LHO
Langley (Berks),254190,364684,150408,769282,0,South East,3171,LNY
Langley Green,36926,46856,37548,121330,0,West Midlands,4607,LGG
Langley Mill,51712,23394,4952,80058,0,East Midlands,1761,LGM
Langside,40886,70784,29300,140970,0,Scotland,9818,LGS
Langwathby,2194,14342,176,16712,0,North West,2058,LGW
Langwith-Whaley Thorns,5894,3184,666,9744,0,East Midlands,1871,LAG
Lapford,2534,2080,1612,6226,0,South West,5824,LAP
Lapworth,9224,7256,60528,77008,0,West Midlands,4595,LPW
Larbert,210638,338482,52444,601564,0,Scotland,9876,LBT
Largs,81740,211264,13032,306036,0,Scotland,9521,LAR
Larkhall,67172,110126,27650,204948,0,Scotland,9728,LRH
Laurencekirk,25724,29362,5584,60670,0,Scotland,8931,LAU
Lawrence Hill,142094,44184,22744,209022,0,South West,3225,LWH
Layton (Lancs),13346,41888,8160,63394,0,North West,2669,LAY
Lazonby and Kirkoswald,1876,9982,1448,13306,0,North West,2059,LZB
Lea Bridge,217640,277614,121990,617244,0,London,6927,LEB
Lea Green,95304,202146,42426,339876,0,North West,2339,LEG
Lea Hall,114754,136804,86544,338102,0,West Midlands,1133,LEH
Leagrave,284630,830142,265636,1380408,0,East of England,1534,LEA
Lealholm,342,2924,4744,8010,0,Yorkshire and The Humber,7925,LHM
Leamington Spa,786104,1116734,187898,2090736,162710,West Midlands,4597,LMS
Leasowe,187506,202500,111478,501484,0,North West,2237,LSW
Leatherhead,485654,459620,239268,1184542,15946,South East,5368,LHD
Ledbury,55418,101368,31174,187960,87,West Midlands,4784,LED
Lee (London),410378,533770,242706,1186854,0,London,5110,LEE
Leeds,5848344,15710712,2405100,23964156,2488509,Yorkshire and The Humber,8487,LDS
Leicester,870426,3658734,340676,4869836,422690,East Midlands,1947,LEI
Leigh (Kent),10220,13402,9688,33310,0,South East,5294,LIH
Leigh-On-Sea,707884,570836,284640,1563360,0,East of England,7446,LES
Leighton Buzzard,297776,573910,270902,1142588,0,East of England,1373,LBZ
Lelant,0,25160,0,25160,0,South West,3539,LEL
Lelant Saltings,0,652,0,652,0,South West,3498,LTS
Lenham,28542,33772,39330,101644,0,South East,5111,LEN
Lenzie,165020,312216,85608,562844,0,Scotland,9955,LNZ
Leominster,86078,105890,53362,245330,0,West Midlands,3620,LEO
Letchworth Garden City,563808,674168,233028,1471004,0,East of England,6089,LET
Leuchars (For St. Andrews),107520,350558,3126,461204,0,Scotland,9188,LEU
Levenshulme,175486,159800,72660,407946,0,North West,2862,LVM
Lewes,447710,1194238,532490,2174438,412266,South East,5329,LWS
Lewisham,1744410,2657292,1516794,5918496,2154284,London,5051,LEW
Leyland,84734,218528,30004,333266,0,North West,2710,LEY
Leyton Midland Road,384518,542556,266306,1193380,0,London,7402,LEM
Leytonstone High Road,262528,406742,171822,841092,0,London,7403,LER
Lichfield City,224458,244258,164576,633292,0,West Midlands,1177,LIC
Lichfield Trent Valley,81238,401812,205228,688278,65725,West Midlands,1291,LTV
Lidlington,756,5998,4788,11542,0,East of England,1579,LID
Limehouse,1064186,866792,508572,2439550,0,London,7491,LHS
Lincoln,470034,1283200,80696,1833930,15497,East Midlands,6340,LCN
Lingfield,86964,123786,142566,353316,0,South East,5369,LFD
Lingwood,15612,21142,7476,44230,0,East of England,7305,LGD
Linlithgow,308646,442794,46072,797512,0,Scotland,9438,LIN
Liphook,91478,170548,263390,525416,0,South East,5634,LIP
Liskeard,21998,239614,48546,310158,59301,South West,3573,LSK
Liss,39304,105738,122724,267766,0,South East,5635,LIS
Lisvane and Thornhill,114848,8876,19534,143258,0,Wales,3853,LVT
Little Kimble,5252,2112,2532,9896,0,South East,3066,LTK
Little Sutton,68274,65274,17206,150754,0,North West,2156,LTT
Littleborough,87454,146306,73194,306954,0,North West,2661,LTL
Littlehampton,144218,423214,243316,810748,4149,South East,5260,LIT
Littlehaven,93728,97950,35410,227088,0,South East,5498,LVN
Littleport,53726,92526,40500,186752,0,East of England,7072,LTP
Liverpool Central,3352230,6520224,1529526,11401980,536662,North West,2242,LVC
Liverpool James Street,705732,1372678,322006,2400416,0,North West,2244,LVJ
Liverpool Lime Street,3264014,6348640,1489276,11101930,861556,North West,2246,LIV
Liverpool South Parkway,331186,1136050,345394,1812630,141083,North West,9709,LPY
Livingston North,309846,437726,60722,808294,0,Scotland,9371,LSN
Livingston South,84880,107954,12808,205642,0,Scotland,9372,LVG
Llanaber,1230,510,10,1750,0,Wales,4327,LLA
Llanbedr,7096,2686,0,9782,0,Wales,4356,LBR
Llanbister Road,330,262,0,592,0,Wales,4226,LLT
Llanbradach,40028,1790,8106,49924,0,Wales,4018,LNB
Llandaf,241230,16850,58454,316534,0,Wales,3844,LLN
Llandanwg,3022,828,10,3860,0,Wales,4460,LDN
Llandecwyn,660,234,116,1010,0,Wales,4334,LLC
Llandeilo,6296,4782,0,11078,0,Wales,4248,LLL
Llandovery,6018,3538,32,9588,0,Wales,4059,LLV
Llandrindod,11220,12230,154,23604,0,Wales,4227,LLO
Llandudno,144820,161124,16512,322456,0,Wales,2484,LLD
Llandudno Junction,120170,158152,18214,296536,113860,Wales,2485,LLJ
Llandybie,3098,1624,48,4770,0,Wales,4247,LLI
Llanelli,158754,74376,40606,273736,3560,Wales,4133,LLE
Llanfairfechan,14782,11772,1408,27962,0,Wales,2488,LLF
Llanfairpwll,11438,10530,1408,23376,0,Wales,2467,LPG
Llangadog,2194,1128,292,3614,0,Wales,4060,LLG
Llangammarch,674,332,0,1006,0,Wales,4162,LLM
Llangennech,1298,560,10,1868,0,Wales,4138,LLH
Llangynllo,362,322,0,684,0,Wales,4207,LGO
Llanharan,64616,23690,17780,106086,0,Wales,9925,LLR
Llanhilleth,53850,3596,9064,66510,0,Wales,9916,LTH
Llanishen,113874,8068,28776,150718,0,Wales,3847,LLS
Llanrwst,8634,5662,324,14620,0,Wales,2457,LWR
Llansamlet,18912,3498,0,22410,0,Wales,4223,LAS
Llantwit Major,135664,40662,36796,213122,0,Wales,9699,LWM
Llanwrda,522,414,0,936,0,Wales,4061,LNR
Llanwrtyd,2110,1882,0,3992,0,Wales,4163,LNW
Llwyngwril,11828,4604,13312,29744,0,Wales,4421,LLW
Llwynypia,31980,1204,5582,38766,0,Wales,3852,LLY
Loch Awe,2828,1210,4356,8394,0,Scotland,8712,LHA
Loch Eil Outward Bound,1484,404,0,1888,0,Scotland,8846,LHE
Lochailort,776,444,0,1220,0,Scotland,8829,LCL
Locheilside,218,244,0,462,0,Scotland,8830,LCS
Lochgelly,16828,21714,2634,41176,0,Scotland,9156,LCG
Lochluichart,106,76,0,182,0,Scotland,8660,LCC
Lochwinnoch,29974,53222,33746,116942,0,Scotland,9655,LHW
Lockerbie,10202,100158,600,110960,0,Scotland,9614,LOC
Lockwood,13526,13612,8874,36012,0,Yorkshire and The Humber,8443,LCK
London Blackfriars,4220946,6882672,1801374,12904992,7722022,London,5112,BFR
London Bridge,14965530,24000950,8690784,47657264,14058086,London,5148,LBG
London Cannon Street,3194148,1953826,1575242,6723216,374906,London,5142,CST
London Charing Cross,4738244,9019646,2433306,16191196,418776,London,5143,CHX
London Euston,3176058,26106360,2035990,31318408,2124018,London,1444,EUS
London Fenchurch Street,4924236,3413316,1870082,10207634,1130771,London,7490,FST
London Fields,467010,768242,137452,1372704,0,London,6966,LOF
London Kings Cross,589830,21621950,1075634,23287414,1694039,London,6121,KGX
London Liverpool Street,28442452,40814678,11191064,80448194,5663454,London,6965,LST
London Marylebone,2815434,6238110,1254248,10307792,742400,London,1475,MYB
London Paddington,15649984,37973390,5559552,59182926,3708113,London,3087,PAD
London Road (Brighton),96160,164372,25392,285924,0,South East,5281,LRB
London Road (Guildford),243092,377344,100134,720570,0,South East,5632,LRD
London St Pancras International,7076286,21297758,4922076,33296120,5673269,London,1555,STP
London Victoria,13813592,24654026,7096354,45563972,3267934,London,5426,VIC
London Waterloo,19253404,29675988,8860388,57789780,4664322,London,5598,WAT
London Waterloo East,1650500,2808390,970994,5429884,640797,London,5158,WAE
Long Buckby,50262,171142,28642,250046,0,East Midlands,1067,LBK
Long Eaton,288670,151914,34204,474788,7527,East Midlands,1829,LGE
Long Preston,3354,10282,406,14042,243,Yorkshire and The Humber,2657,LPR
Longbeck,11594,26662,5682,43938,0,North East,7978,LGK
Longbridge,215010,287074,183592,685676,0,West Midlands,1110,LOB
Longcross,60352,31886,4060,96298,0,South East,5674,LNG
Longfield,112518,160884,96752,370154,0,South East,5114,LGF
Longniddry,64358,67290,6700,138348,0,Scotland,9354,LND
Longport,35658,13212,9178,58048,0,West Midlands,1305,LPT
Longton,32694,17978,4646,55318,0,West Midlands,1306,LGN
Looe,4622,108028,2610,115260,0,South West,3574,LOO
Lostock,87876,51594,37826,177296,0,North West,2598,LOT
Lostock Gralam,14890,16986,22232,54108,0,North West,2307,LTG
Lostock Hall,6758,15138,3538,25434,0,North West,2689,LOH
Lostwithiel,8548,48990,14818,72356,0,South West,3517,LOS
Loughborough,304198,819430,103494,1227122,13513,East Midlands,1897,LBO
Loughborough Junction,331996,458152,161922,952070,0,London,5082,LGJ
Low Moor,80216,93616,25586,199418,0,Yorkshire and The Humber,8416,LMR
Lowdham,30136,7260,2592,39988,0,East Midlands,6202,LOW
Lower Sydenham,203130,276284,82758,562172,0,London,5053,LSY
Lowestoft,94588,274446,27584,396618,9046,East of England,7268,LWT
Ludlow,83670,112280,39008,234958,822,West Midlands,3635,LUD
Luton,587300,2320676,374156,3282132,51288,East of England,1536,LUT
Luton Airport Parkway,1697288,1946978,123524,3767790,5783,East of England,3645,LTN
Luxulyan,442,2080,0,2522,0,South West,3518,LUX
Lydney,87740,42704,14544,144988,0,South West,4826,LYD
Lye (West Midlands),15734,22722,23732,62188,0,West Midlands,4640,LYE
Lymington Pier,14930,59716,6034,80680,0,South East,5892,LYP
Lymington Town,44230,144766,24648,213644,0,South East,5887,LYT
Lympstone Commando,21926,61200,34,83160,0,South West,5762,LYC
Lympstone Village,41676,33830,7536,83042,0,South West,5761,LYM
Lytham,17040,92280,3332,112652,0,North West,2670,LTM
Macclesfield,177410,957042,49332,1183784,7693,North West,2871,MAC
Machynlleth,53442,44626,2070,100138,10738,Wales,4422,MCN
Maesteg,107036,7812,27438,142286,0,Wales,3963,MST
Maesteg (Ewenny Road),13706,1094,308,15108,0,Wales,3962,MEW
Maghull,203566,753560,207868,1164994,0,North West,2155,MAG
Maghull North,142690,317728,85010,545428,0,North West,6576,MNS
Maiden Newton,6272,12988,306,19566,0,South West,5853,MDN
Maidenhead,1014424,1635694,589756,3239874,421152,South East,3147,MAI
Maidstone Barracks,56136,94948,55114,206198,135921,South East,5237,MDB
Maidstone East,281744,476544,276614,1034902,35260,South East,5115,MDE
Maidstone West,174906,295838,171722,642466,132606,South East,5222,MDW
Malden Manor,151712,153230,73588,378530,0,London,5599,MAL
Mallaig,19250,52442,0,71692,0,Scotland,8831,MLG
Malton,80012,123794,48998,252804,0,Yorkshire and The Humber,8164,MLT
Malvern Link,118910,114850,68368,302128,14259,West Midlands,4884,MVL
Manchester Airport,679898,3121056,115978,3916932,16945,North West,2961,MIA
Manchester Oxford Road,955418,3320564,381954,4657936,815640,North West,2966,MCO
Manchester Piccadilly,4832196,16794362,1931806,23558364,2046226,North West,2968,MAN
Manchester Victoria,1436334,4991996,574214,7002544,865986,North West,2970,MCV
Manea,12940,6504,1594,21038,0,East of England,7165,MNE
Manningtree,155882,438332,188916,783130,260705,East of England,6856,MNG
Manor Park,1080976,1943014,695694,3719684,0,London,6883,MNP
Manor Road,72726,127232,40762,240720,0,North West,2253,MNR
Manorbier,4614,2332,0,6946,0,Wales,4094,MRB
Manors,6224,11300,1416,18940,0,North East,7603,MAS
Mansfield,152530,132990,17022,302542,0,East Midlands,1727,MFT
Mansfield Woodhouse,62410,42496,6570,111476,0,East Midlands,1728,MSW
March,99588,143292,62474,305354,27,East of England,7166,MCH
Marden (Kent),85162,179818,142484,407464,0,South East,5223,MRN
Margate,129026,774952,121962,1025940,8333,South East,5018,MAR
Market Harborough,104464,541058,117270,762792,0,East Midlands,1909,MHR
Market Rasen,14870,40300,810,55980,0,East Midlands,6318,MKR
Markinch,65978,117366,4048,187392,0,Scotland,9160,MNC
Marks Tey,117926,146112,137912,401950,275482,East of England,6863,MKT
Marlow,81758,129776,43844,255378,0,South East,3021,MLW
Marple,141244,98396,66664,306304,0,North West,2830,MPL
Marsden (Yorks),94234,75096,14536,183866,0,Yorkshire and The Humber,8445,MSN
Marske,11152,33248,5650,50050,0,North East,7928,MSK
Marston Green,166542,260272,148710,575524,0,West Midlands,1034,MGN
Martin Mill,7478,21688,16728,45894,0,South East,5040,MTM
Martins Heron,122392,173708,50116,346216,0,South East,5692,MAO
Marton,6412,14480,1286,22178,0,North East,7947,MTO
Maryhill,19002,32362,8866,60230,0,Scotland,9957,MYH
Maryland,899600,1470492,418054,2788146,0,London,6970,MYL
Maryport,30348,61324,9756,101428,0,North West,1988,MRY
Matlock,44896,123000,6344,174240,0,East Midlands,1581,MAT
Matlock Bath,15186,51974,1306,68466,0,East Midlands,1582,MTB
Mauldeth Road,79476,91230,21454,192160,0,North West,2867,MAU
Maxwell Park,20572,38588,8874,68034,0,Scotland,9802,MAX
Maybole,16508,27194,2342,46044,0,Scotland,9529,MAY
Maze Hill,424790,603926,137216,1165932,0,London,5149,MZH
Meadowhall,427780,859718,165280,1452778,37097,Yorkshire and The Humber,6663,MHS
Meldreth,78912,91066,47180,217158,0,East of England,7036,MEL
Melksham,27260,32586,4360,64206,0,South West,3346,MKM
Melton (Suffolk),18870,45126,3958,67954,0,East of England,7221,MES
Melton Mowbray,69258,123814,12502,205574,0,East Midlands,1851,MMO
Menheniot,806,1946,882,3634,0,South West,3576,MEN
Menston,217826,155410,207738,580974,0,Yorkshire and The Humber,8574,MNN
Meols,134554,164374,38532,337460,0,North West,2254,MEO
Meols Cop,37080,32934,15434,85448,0,North West,2357,MEC
Meopham,70536,83402,61594,215532,0,South East,5116,MEP
Meridian Water,78032,96700,38152,212884,0,London,6599,MRW
Merryton,16418,28486,11346,56250,0,Scotland,9705,MEY
Merstham,219138,259804,129150,608092,0,South East,5475,MHM
Merthyr Tydfil,192766,16876,69772,279414,0,Wales,3855,MER
Merthyr Vale,27556,1250,11900,40706,0,Wales,3857,MEV
Metheringham,39278,14270,15090,68638,0,East Midlands,6297,MGM
MetroCentre,56458,239138,25168,320764,0,North East,7725,MCE
Mexborough,44922,49810,27120,121852,0,Yorkshire and The Humber,6707,MEX
Micheldever,14424,56436,22638,93498,0,South East,5908,MIC
Micklefield,63666,68290,41716,173672,1733,Yorkshire and The Humber,8477,MIK
Middlesbrough,238400,1008352,129658,1376410,48167,North East,7929,MBR
Middlewood,5340,9134,4284,18758,0,North West,2971,MDL
Midgham,5682,22282,4476,32440,0,South East,3159,MDG
Milford (Surrey),69060,66470,37406,172936,0,South East,5644,MLF
Milford Haven,22266,23522,370,46158,0,Wales,4095,MFH
Mill Hill (Lancs),17246,33840,8738,59824,0,North West,2750,MLH
Mill Hill Broadway,591426,745324,249776,1586526,0,London,1527,MIL
Millbrook (Bedfordshire),1004,3058,2504,6566,0,East of England,1537,MLB
Millbrook (Hants),7564,12996,4866,25426,0,South East,5909,MBK
Milliken Park,43588,83624,33902,161114,0,Scotland,9658,MIN
Millom,43770,93376,30356,167502,0,North West,1997,MLM
Mills Hill (Manchester),109148,88444,44796,242388,0,North West,2920,MIH
Milngavie,189156,317744,42166,549066,0,Scotland,9985,MLN
Milton Keynes Central,713090,3318560,477934,4509584,189748,South East,1378,MKC
Minffordd,4610,1222,9100,14932,0,Wales,4469,MFF
Minster,19720,27548,19338,66606,2031,South East,5019,MSR
Mirfield,123962,209150,42100,375212,20168,Yorkshire and The Humber,8518,MIR
Mistley,10748,19156,18054,47958,0,East of England,6906,MIS
Mitcham Eastfields,344202,398384,327658,1070244,0,London,5069,MTC
Mitcham Junction,122758,145708,81962,350428,0,London,5427,MIJ
Mobberley,5956,6836,3898,16690,0,North West,2849,MOB
Monifieth,17114,6888,366,24368,0,Scotland,9060,MON
Monks Risborough,6000,3200,5786,14986,0,South East,3067,MRS
Montpelier,117166,42216,10158,169540,0,South West,3203,MTP
Montrose,77932,151642,14222,243796,0,Scotland,9080,MTS
Moorfields,1499682,2916942,684262,5100886,531546,North West,2226,MRF
Moorgate,2026610,2909302,651804,5587716,672934,London,6005,MOG
Moorside,13994,10012,6892,30898,0,North West,2799,MSD
Moorthorpe,83358,43186,33258,159802,0,Yorkshire and The Humber,8539,MRP
Morar,1738,1466,0,3204,0,Scotland,8833,MRR
Morchard Road,6694,6946,3474,17114,0,South West,5825,MRD
Morden South,20618,25682,14638,60938,0,London,5291,MDS
Morecambe,29078,118424,17806,165308,0,North West,2695,MCM
Moreton (Dorset),12132,53050,2826,68008,0,South West,5957,MTN
Moreton (Merseyside),175912,194552,98754,469218,0,North West,2151,MRT
Moreton-In-Marsh,41694,219116,8262,269072,0,South West,4814,MIM
Morfa Mawddach,6058,2064,52,8174,0,Wales,4470,MFA
Morley,136668,148770,41510,326948,0,Yorkshire and The Humber,8504,MLY
Morpeth,83306,389616,14688,487610,1648,North East,7680,MPT
Mortimer,31472,72284,17246,121002,0,South East,5501,MOR
Mortlake,496386,557306,199328,1253020,0,London,5600,MTL
Moses Gate,16158,8410,6350,30918,0,North West,2606,MSS
Moss Side,926,2396,94,3416,0,North West,2675,MOS
Mossley (Manchester),92586,57960,48542,199088,0,North West,2903,MSL
Mossley Hill,67296,64766,33988,166050,0,North West,2171,MSH
Mosspark,27400,70044,9094,106538,0,Scotland,9632,MPK
Moston,28148,22408,11218,61774,0,North West,2973,MSO
Motherwell,242378,386498,70344,699220,72468,Scotland,9691,MTH
Motspur Park,266534,337336,140736,744606,6835,London,5645,MOT
Mottingham,380304,459144,210472,1049920,0,London,5118,MTG
Mottisfont and Dunbridge,4834,14274,5304,24412,0,South East,5944,DBG
Mouldsworth,8872,13188,3652,25712,0,North West,2158,MLD
Moulsecoomb,103486,175244,40956,319686,0,South East,5312,MCB
Mount Florida,276768,594662,67448,938878,3781,Scotland,9819,MFL
Mount Vernon,17072,24736,2350,44158,0,Scotland,9779,MTV
Mountain Ash,64912,3166,10190,78268,0,Wales,3859,MTA
Muir Of Ord,37868,7462,2358,47688,0,Scotland,8665,MOO
Muirend,81490,144422,17672,243584,0,Scotland,9608,MUI
Musselburgh,193456,139382,17432,350270,0,Scotland,9304,MUB
Mytholmroyd,71008,52186,34050,157244,0,Yorkshire and The Humber,8526,MYT
Nafferton,6538,21580,3852,31970,0,Yorkshire and The Humber,8107,NFN
Nailsea and Backwell,138558,178798,97094,414450,0,South West,3389,NLS
Nairn,23474,72812,5356,101642,0,Scotland,8666,NRN
Nantwich,114438,57892,13360,185690,0,North West,1247,NAN
Narberth,9286,4112,70,13468,0,Wales,4098,NAR
Narborough,94018,60852,52722,207592,0,East Midlands,1881,NBR
Navigation Road,32644,26468,12972,72084,0,North West,2940,NVR
Neath,387352,218460,60246,666058,0,Wales,4216,NTH
Needham Market,43326,37012,13810,94148,0,East of England,7354,NMT
Neilston,49990,100884,155448,306322,0,Scotland,9773,NEI
Nelson,30132,49436,10704,90272,0,North West,2565,NEL
Neston,26678,5446,1118,33242,0,North West,2139,NES
Netherfield,4070,2272,604,6946,0,East Midlands,6241,NET
Nethertown,140,820,0,960,0,North West,2047,NRT
Netley,20970,41284,11550,73804,0,South East,5911,NTL
New Barnet,440650,487838,154788,1083276,0,London,6018,NBA
New Beckenham,227112,267766,50454,545332,0,London,5058,NBC
New Brighton,284248,464204,183356,931808,0,North West,2152,NBN
New Clee,580,602,414,1596,0,Yorkshire and The Humber,6289,NCE
New Cross,814422,1422338,834570,3071330,4608551,London,5150,NWX
New Cross Gate,1043432,2363030,654440,4060902,1351428,London,5345,NXG
New Cumnock,7404,9984,126,17514,0,Scotland,9533,NCK
New Eltham,702302,760678,259008,1721988,0,London,5119,NEH
New Holland,3100,4768,682,8550,0,Yorkshire and The Humber,6209,NHL
New Hythe,45946,29952,52250,128148,0,South East,5238,NHE
New Lane,778,1410,0,2188,0,North West,2358,NLN
New Malden,831032,1272430,459808,2563270,27938,London,5567,NEM
New Mills Central,60090,72616,42744,175450,2507,East Midlands,2974,NMC
New Mills Newtown,41120,48366,45554,135040,0,East Midlands,2769,NMN
New Milton,93380,317140,52092,462612,0,South East,5881,NWM
New Pudsey,264270,218896,74144,557310,0,Yorkshire and The Humber,8506,NPD
New Southgate,323364,279572,93722,696658,0,London,6019,NSG
Newark Castle,83832,391090,32838,507760,66916,East Midlands,6498,NCT
Newark Northgate,146202,682066,57270,885538,152799,East Midlands,6499,NNG
Newbridge,82374,4578,21636,108588,0,Wales,9919,NBE
Newbury,250330,773846,183824,1208000,112293,South East,3074,NBY
Newbury Racecourse,16904,59986,6838,83728,0,South East,3071,NRC
Newcastle,627086,7474300,301536,8402922,306624,North East,7728,NCL
Newcourt,48924,78800,18184,145908,0,South West,9589,NCO
Newcraighall,83174,90448,4182,177804,0,Scotland,8808,NEW
Newhaven Harbour,4312,7276,11588,23176,0,South East,5330,NVH
Newhaven Town,95174,162754,61110,319038,0,South East,5331,NVN
Newington,38604,36174,41290,116068,0,South East,5175,NGT
Newmarket,106328,142910,54094,303332,0,East of England,7038,NMK
Newport (Essex),48782,58172,91380,198334,0,East of England,7039,NWE
Newport (South Wales),1027714,1130560,181292,2339566,478180,Wales,3674,NWP
Newquay,0,128002,1846,129848,0,South West,3523,NQY
Newstead,19258,8132,4312,31702,0,East Midlands,1863,NSD
Newton (Lanark),129124,239744,65432,434300,42750,Scotland,9774,NTN
Newton Abbot,139806,823754,191786,1155346,441021,South West,3426,NTA
Newton Aycliffe,22092,50858,12192,85142,0,North East,7834,NAY
Newton For Hyde,44608,38048,24156,106812,0,North West,2789,NWN
Newton St Cyres,2070,2172,0,4242,0,South West,5828,NTC
Newtongrange,52350,57146,5422,114918,0,Scotland,6929,NEG
Newton-Le-Willows,169010,544236,85280,798526,302820,North West,2257,NLW
Newtonmore,3576,2862,32,6470,0,Scotland,8668,NWR
Newton-On-Ayr,26374,36762,4900,68036,0,Scotland,9571,NOA
Newtown (Powys),78226,35750,10436,124412,0,Wales,4426,NWT
Ninian Park,53306,2006,18274,73586,0,Wales,3895,NNP
Nitshill,34796,50676,11240,96712,0,Scotland,9609,NIT
Norbiton,653754,840966,275844,1770564,0,London,5568,NBT
Norbury,581892,754050,602268,1938210,0,London,5428,NRB
Normans Bay,3986,10120,3748,17854,0,South East,5460,NSB
Normanton,89908,55716,26478,172102,0,Yorkshire and The Humber,8528,NOR
North Berwick,151224,286444,23006,460674,0,Scotland,9358,NBW
North Camp,61512,127458,20442,209412,0,South East,5636,NCM
North Dulwich,240904,265528,95684,602116,0,London,5429,NDL
North Fambridge,21844,11766,14080,47690,0,East of England,6875,NFA
North Llanrwst,1220,1194,0,2414,0,Wales,2455,NLR
North Queensferry,32562,63010,2942,98514,0,Scotland,9189,NQU
North Road (Darlington),11944,28272,7006,47222,0,North East,7895,NRD
North Sheen,114650,109184,45904,269738,0,London,5601,NSH
North Walsham,74482,136196,32530,243208,0,East of England,7308,NWA
North Wembley,263364,538556,140718,942638,0,London,1422,NWB
Northallerton,47834,540954,31194,619982,0,Yorkshire and The Humber,7996,NTR
Northampton,340916,1771788,294524,2407228,946,East Midlands,1069,NMP
Northfield,158094,193904,137212,489210,0,West Midlands,1111,NFD
Northfleet,64126,59292,33472,156890,0,South East,5120,NFL
Northolt Park,62874,71738,16058,150670,0,London,1478,NLT
Northumberland Park,187852,440514,158376,786742,0,London,6971,NUM
Northwich,55292,79756,15550,150598,0,North West,2326,NWI
