station_name,year,full_price_tickets,reduced_price_tickets,season_tickets,interchanges,total_entries_exits,region,forecast_2024-25,growth_absolute,growth_percent
llangadog,2022-23,2194,1128,292,0,3614,Wales,3114.0,-250.0,-6.917542888765911
llangadog,2023-24,2066,1298,0,0,3364,Wales,3114.0,-250.0,-6.917542888765911
llangammarch,2022-23,674,332,0,0,1006,Wales,2030.0,512.0,50.89463220675944
llangammarch,2023-24,966,552,0,0,1518,Wales,2030.0,512.0,50.89463220675944
llangennech,2022-23,1298,560,10,0,1868,,3652.0,892.0,47.75160599571734
llangennech,2023-24,1576,1022,162,0,2760,,3652.0,892.0,47.75160599571734
llangynllo,2022-23,362,322,0,0,684,Wales,876.0,96.0,14.035087719298245
llangynllo,2023-24,340,440,0,0,780,Wales,876.0,96.0,14.035087719298245
llanharan,2022-23,64616,23690,17780,0,106086,,127522.0,10718.0,10.103123880625153
llanharan,2023-24,69030,28386,19388,0,116804,,127522.0,10718.0,10.103123880625153
llanhilleth,2022-23,53850,3596,9064,0,66510,,59626.0,-3442.0,-5.175161629830101
llanhilleth,2023-24,51134,4424,7510,0,63068,,59626.0,-3442.0,-5.175161629830101
llanishen,2022-23,113874,8068,28776,0,150718,,225678.0,37480.0,24.86763359386404
llanishen,2023-24,143104,10762,34332,0,188198,,225678.0,37480.0,24.86763359386404
llanrwst,2022-23,8634,5662,324,0,14620,,27172.0,6276.0,42.92749658002736
llanrwst,2023-24,12370,8480,46,0,20896,,27172.0,6276.0,42.92749658002736
llansamlet,2022-23,18912,3498,0,0,22410,Wales,30786.0,4188.0,18.688085676037485
llansamlet,2023-24,15952,8992,1654,0,26598,Wales,30786.0,4188.0,18.688085676037485
llantwit major,2022-23,135664,40662,36796,0,213122,,261642.0,24260.0,11.383151434389692
llantwit major,2023-24,145132,49838,42412,0,237382,,261642.0,24260.0,11.383151434389692
llanwrda,2022-23,522,414,0,0,936,Wales,1388.0,226.0,24.145299145299145
llanwrda,2023-24,590,572,0,0,1162,Wales,1388.0,226.0,24.145299145299145
llanwrtyd,2022-23,2110,1882,0,0,3992,Wales,5916.0,962.0,24.09819639278557
llanwrtyd,2023-24,2442,2512,0,0,4954,Wales,5916.0,962.0,24.09819639278557
llwyngwril,2022-23,11828,4604,13312,0,29744,,31836.0,1046.0,3.5166756320602475
llwyngwril,2023-24,12902,5542,12346,0,30790,,31836.0,1046.0,3.5166756320602475
llwynypia,2022-23,31980,1204,5582,0,38766,,-2186.0,-20476.0,-52.81948098849507
llwynypia,2023-24,11030,518,6742,0,18290,,-2186.0,-20476.0,-52.81948098849507
loch awe,2022-23,2828,1210,4356,0,8394,,6698.0,-848.0,-10.10245413390517
loch awe,2023-24,4150,1280,2116,0,7546,,6698.0,-848.0,-10.10245413390517
loch eil outward bound,2022-23,1484,404,0,0,1888,Scotland,5180.0,1646.0,87.1822033898305
loch eil outward bound,2023-24,2624,910,0,0,3534,Scotland,5180.0,1646.0,87.1822033898305
lochailort,2022-23,776,444,0,0,1220,Scotland,2988.0,884.0,72.45901639344262
lochailort,2023-24,1314,790,0,0,2104,Scotland,2988.0,884.0,72.45901639344262
locheilside,2022-23,218,244,0,0,462,Scotland,374.0,-44.0,-9.523809523809524
locheilside,2023-24,254,164,0,0,418,Scotland,374.0,-44.0,-9.523809523809524
lochgelly,2022-23,16828,21714,2634,0,41176,,61748.0,10286.0,24.980571206528072
lochgelly,2023-24,21660,27310,2492,0,51462,,61748.0,10286.0,24.980571206528072
lochluichart,2022-23,106,76,0,0,182,Scotland,566.0,192.0,105.4945054945055
lochluichart,2023-24,322,52,0,0,374,Scotland,566.0,192.0,105.4945054945055
lochwinnoch,2022-23,29974,53222,33746,0,116942,,158766.0,20912.0,17.882369037642594
lochwinnoch,2023-24,42526,65542,29786,0,137854,,158766.0,20912.0,17.882369037642594
lockerbie,2022-23,10202,100158,600,0,110960,,200576.0,44808.0,40.38211968276856
lockerbie,2023-24,16260,138822,686,0,155768,,200576.0,44808.0,40.38211968276856
lockwood,2022-23,13526,13612,8874,0,36012,,45164.0,4576.0,12.706875485949128
lockwood,2023-24,10686,22766,7136,0,40588,,45164.0,4576.0,12.706875485949128
london blackfriars,2022-23,4220946,6882672,1801374,7722022,12904992,,14987000.0,1041004.0,8.066676833275062
london blackfriars,2023-24,4978742,7165294,1801960,2193097,13945996,,14987000.0,1041004.0,8.066676833275062
london bridge,2022-23,14965530,24000950,8690784,14058086,47657264,,52432756.0,2387746.0,5.01024565740912
london bridge,2023-24,15995438,25162572,8887000,6270128,50045010,,52432756.0,2387746.0,5.01024565740912
london cannon street,2022-23,3194148,1953826,1575242,374906,6723216,,7480660.0,378722.0,5.6330482316796004
london cannon street,2023-24,3462730,2032092,1607116,294166,7101938,,7480660.0,378722.0,5.6330482316796004
london charing cross,2022-23,4738244,9019646,2433306,418776,16191196,,19211408.0,1510106.0,9.326710639535214
london charing cross,2023-24,4995968,9971280,2734054,488442,17701302,,19211408.0,1510106.0,9.326710639535214
london euston,2022-23,3176058,26106360,2035990,2124018,31318408,,41052172.0,4866882.0,15.540004459996817
london euston,2023-24,4429882,29584528,2170880,2679679,36185290,,41052172.0,4866882.0,15.540004459996817
london fenchurch street,2022-23,4924236,3413316,1870082,1130771,10207634,,10685722.0,239044.0,2.341815938933547
london fenchurch street,2023-24,5263528,3332256,1850894,1344496,10446678,,10685722.0,239044.0,2.341815938933547
london fields,2022-23,467010,768242,137452,0,1372704,,2274520.0,450908.0,32.84815954495652
london fields,2023-24,574984,1068568,180060,0,1823612,,2274520.0,450908.0,32.84815954495652
london kings cross,2022-23,589830,21621950,1075634,1694039,23287414,,25680238.0,1196412.0,5.137590631574636
london kings cross,2023-24,1636612,21649184,1198030,1754213,24483826,,25680238.0,1196412.0,5.137590631574636
london liverpool street,2022-23,28442452,40814678,11191064,5663454,80448194,,108551454.0,14051630.0,17.46668172563327
london liverpool street,2023-24,33664752,48306350,12528722,0,94499824,,108551454.0,14051630.0,17.46668172563327
london marylebone,2022-23,2815434,6238110,1254248,742400,10307792,,11624816.0,658512.0,6.38848746656898
london marylebone,2023-24,3093934,6468796,1403574,1124523,10966304,,11624816.0,658512.0,6.38848746656898
london paddington,2022-23,15649984,37973390,5559552,3708113,59182926,,74535270.0,7676172.0,12.970247533891785
london paddington,2023-24,17543988,43295522,6019588,0,66859098,,74535270.0,7676172.0,12.970247533891785
london road (brighton),2022-23,96160,164372,25392,0,285924,,362060.0,38068.0,13.3140275038122
london road (brighton),2023-24,114620,183522,25850,0,323992,,362060.0,38068.0,13.3140275038122
london road (guildford),2022-23,243092,377344,100134,0,720570,,883918.0,81674.0,11.334637856141667
london road (guildford),2023-24,253564,444942,103738,0,802244,,883918.0,81674.0,11.334637856141667
london st pancras international,2022-23,7076286,21297758,4922076,5673269,33296120,,38623840.0,2663860.0,8.000511771341525
london st pancras international,2023-24,7908068,22771304,5280608,2565656,35959980,,38623840.0,2663860.0,8.000511771341525
london victoria,2022-23,13813592,24654026,7096354,3267934,45563972,,56095380.0,5265704.0,11.556727319558533
london victoria,2023-24,15099644,27821546,7908486,3289679,50829676,,56095380.0,5265704.0,11.556727319558533
london waterloo,2022-23,19253404,29675988,8860388,4664322,57789780,,67260768.0,4735494.0,8.194345090083402
london waterloo,2023-24,21050762,31846760,9627752,5010184,62525274,,67260768.0,4735494.0,8.194345090083402
london waterloo east,2022-23,1650500,2808390,970994,640797,5429884,,5922720.0,246418.0,4.538181662812686
london waterloo east,2023-24,1732816,2993576,949910,691923,5676302,,5922720.0,246418.0,4.538181662812686
long buckby,2022-23,50262,171142,28642,0,250046,,336842.0,43398.0,17.35600649480496
long buckby,2023-24,56610,194590,42244,0,293444,,336842.0,43398.0,17.35600649480496
long eaton,2022-23,288670,151914,34204,7527,474788,,565420.0,45316.0,9.544470374145934
long eaton,2023-24,303890,177358,38856,8315,520104,,565420.0,45316.0,9.544470374145934
long preston,2022-23,3354,10282,406,243,14042,,14422.0,190.0,1.3530836063238854
long preston,2023-24,3330,10460,442,207,14232,,14422.0,190.0,1.3530836063238854
longbeck,2022-23,11594,26662,5682,0,43938,,62250.0,9156.0,20.838454185443126
longbeck,2023-24,12250,34380,6464,0,53094,,62250.0,9156.0,20.838454185443126
longbridge,2022-23,215010,287074,183592,0,685676,,948468.0,131396.0,19.162986600085173
longbridge,2023-24,266948,324702,225422,0,817072,,948468.0,131396.0,19.162986600085173
longcross,2022-23,60352,31886,4060,0,96298,,46438.0,-24930.0,-25.888388128517725
longcross,2023-24,39130,28630,3608,0,71368,,46438.0,-24930.0,-25.888388128517725
longfield,2022-23,112518,160884,96752,0,370154,,451798.0,40822.0,11.028382781220788
longfield,2023-24,125536,183152,102288,0,410976,,451798.0,40822.0,11.028382781220788
longniddry,2022-23,64358,67290,6700,0,138348,,239956.0,50804.0,36.72188972735421
longniddry,2023-24,95208,87184,6760,0,189152,,239956.0,50804.0,36.72188972735421
longport,2022-23,35658,13212,9178,0,58048,,94504.0,18228.0,31.401598676957
longport,2023-24,43908,18410,13958,0,76276,,94504.0,18228.0,31.401598676957
longton,2022-23,32694,17978,4646,0,55318,,74322.0,9502.0,17.177049061788207
longton,2023-24,37060,22568,5192,0,64820,,74322.0,9502.0,17.177049061788207
looe,2022-23,4622,108028,2610,0,115260,,107172.0,-4044.0,-3.508589276418532
looe,2023-24,7616,100958,2642,0,111216,,107172.0,-4044.0,-3.508589276418532
lostock,2022-23,87876,51594,37826,0,177296,,276724.0,49714.0,28.040113708149082
lostock,2023-24,87104,100622,39284,0,227010,,276724.0,49714.0,28.040113708149082
lostock gralam,2022-23,14890,16986,22232,0,54108,,54540.0,216.0,0.39920159680638717
lostock gralam,2023-24,13810,22070,18444,0,54324,,54540.0,216.0,0.39920159680638717
lostock hall,2022-23,6758,15138,3538,0,25434,,19182.0,-3126.0,-12.290634583628215
lostock hall,2023-24,6372,13236,2700,0,22308,,19182.0,-3126.0,-12.290634583628215
lostwithiel,2022-23,8548,48990,14818,0,72356,,92404.0,10024.0,13.85372325722815
lostwithiel,2023-24,15978,51222,15180,0,82380,,92404.0,10024.0,13.85372325722815
loughborough,2022-23,304198,819430,103494,13513,1227122,,1347478.0,60178.0,4.903994875815119
loughborough,2023-24,310418,850326,126556,12882,1287300,,1347478.0,60178.0,4.903994875815119
loughborough junction,2022-23,331996,458152,161922,0,952070,,1306718.0,177324.0,18.625101095507684
loughborough junction,2023-24,405466,531518,192410,0,1129394,,1306718.0,177324.0,18.625101095507684
low moor,2022-23,80216,93616,25586,0,199418,,301178.0,50880.0,25.514246457190424
low moor,2023-24,91672,128240,30386,0,250298,,301178.0,50880.0,25.514246457190424
lowdham,2022-23,30136,7260,2592,0,39988,,48272.0,4142.0,10.35810743222967
lowdham,2023-24,34252,7998,1880,0,44130,,48272.0,4142.0,10.35810743222967
lower sydenham,2022-23,203130,276284,82758,0,562172,,847572.0,142700.0,25.3836904008026
lower sydenham,2023-24,234508,348518,121846,0,704872,,847572.0,142700.0,25.3836904008026
lowestoft,2022-23,94588,274446,27584,9046,396618,,455450.0,29416.0,7.416708268409401
lowestoft,2023-24,97996,296458,31580,9571,426034,,455450.0,29416.0,7.416708268409401
ludlow,2022-23,83670,112280,39008,822,234958,,241974.0,3508.0,1.493032797351016
ludlow,2023-24,79764,123244,35458,970,238466,,241974.0,3508.0,1.493032797351016
luton,2022-23,587300,2320676,374156,51288,3282132,,4010112.0,363990.0,11.090047566642658
luton,2023-24,678872,2623388,343862,50864,3646122,,4010112.0,363990.0,11.090047566642658
luton airport parkway,2022-23,1697288,1946978,123524,5783,3767790,,4920990.0,576600.0,15.30340066723464
luton airport parkway,2023-24,1422338,2781360,140692,6576,4344390,,4920990.0,576600.0,15.30340066723464
luxulyan,2022-23,442,2080,0,0,2522,South West,2798.0,138.0,5.471847739888977
luxulyan,2023-24,720,1940,0,0,2660,South West,2798.0,138.0,5.471847739888977
lydney,2022-23,87740,42704,14544,0,144988,,194544.0,24778.0,17.08969018125638
lydney,2023-24,88636,66922,14208,0,169766,,194544.0,24778.0,17.08969018125638
lye (west midlands),2022-23,15734,22722,23732,0,62188,,85636.0,11724.0,18.852511738599087
lye (west midlands),2023-24,21158,26938,25816,0,73912,,85636.0,11724.0,18.852511738599087
lymington pier,2022-23,14930,59716,6034,0,80680,,100864.0,10092.0,12.508676251859196
lymington pier,2023-24,16824,66714,7234,0,90772,,100864.0,10092.0,12.508676251859196
lymington town,2022-23,44230,144766,24648,0,213644,,247488.0,16922.0,7.920653048997398
lymington town,2023-24,49506,155602,25458,0,230566,,247488.0,16922.0,7.920653048997398
lympstone commando,2022-23,21926,61200,34,0,83160,,74860.0,-4150.0,-4.99037999037999
lympstone commando,2023-24,22692,56288,30,0,79010,,74860.0,-4150.0,-4.99037999037999
lympstone village,2022-23,41676,33830,7536,0,83042,,99998.0,8478.0,10.209291683726306
lympstone village,2023-24,49044,37236,5240,0,91520,,99998.0,8478.0,10.209291683726306
lytham,2022-23,17040,92280,3332,0,112652,,127212.0,7280.0,6.4623797180698075
lytham,2023-24,16870,97882,5180,0,119932,,127212.0,7280.0,6.4623797180698075
macclesfield,2022-23,177410,957042,49332,7693,1183784,,1525004.0,170610.0,14.41225764159678
macclesfield,2023-24,237828,1062440,54126,10725,1354394,,1525004.0,170610.0,14.41225764159678
machynlleth,2022-23,53442,44626,2070,10738,100138,,125134.0,12498.0,12.48077652839082
machynlleth,2023-24,59562,52328,746,10115,112636,,125134.0,12498.0,12.48077652839082
maesteg,2022-23,107036,7812,27438,0,142286,,165310.0,11512.0,8.090746805729305
maesteg,2023-24,116598,10672,26528,0,153798,,165310.0,11512.0,8.090746805729305
maesteg (ewenny road),2022-23,13706,1094,308,0,15108,,17540.0,1216.0,8.04871591209955
maesteg (ewenny road),2023-24,13740,1258,1326,0,16324,,17540.0,1216.0,8.04871591209955
maghull,2022-23,203566,753560,207868,0,1164994,,1292618.0,63812.0,5.477453102762761
maghull,2023-24,215994,786458,226354,0,1228806,,1292618.0,63812.0,5.477453102762761
maghull north,2022-23,142690,317728,85010,0,545428,,775380.0,114976.0,21.07995922468227
maghull north,2023-24,169982,374950,115472,0,660404,,775380.0,114976.0,21.07995922468227
maiden newton,2022-23,6272,12988,306,0,19566,,23778.0,2106.0,10.763569457221712
maiden newton,2023-24,7156,14204,312,0,21672,,23778.0,2106.0,10.763569457221712
maidenhead,2022-23,1014424,1635694,589756,421152,3239874,,5543530.0,1151828.0,35.55162947694879
maidenhead,2023-24,1331682,2404354,655666,585270,4391702,,5543530.0,1151828.0,35.55162947694879
maidstone barracks,2022-23,56136,94948,55114,135921,206198,,305098.0,49450.0,23.981803897225
maidstone barracks,2023-24,75010,113622,67016,191319,255648,,305098.0,49450.0,23.981803897225
maidstone east,2022-23,281744,476544,276614,35260,1034902,,1531258.0,248178.0,23.980821372458454
maidstone east,2023-24,376468,570260,336352,53246,1283080,,1531258.0,248178.0,23.980821372458454
maidstone west,2022-23,174906,295838,171722,132606,642466,,950606.0,154070.0,23.981035572310443
maidstone west,2023-24,233712,354018,208806,172749,796536,,950606.0,154070.0,23.981035572310443
malden manor,2022-23,151712,153230,73588,0,378530,,529934.0,75702.0,19.998943280585422
malden manor,2023-24,180608,190894,82730,0,454232,,529934.0,75702.0,19.998943280585422
mallaig,2022-23,19250,52442,0,0,71692,Scotland,123728.0,26018.0,36.29135747363723
mallaig,2023-24,30810,66900,0,0,97710,Scotland,123728.0,26018.0,36.29135747363723
malton,2022-23,80012,123794,48998,0,252804,,333108.0,40152.0,15.882660084492334
malton,2023-24,51342,214830,26784,0,292956,,333108.0,40152.0,15.882660084492334
malvern link,2022-23,118910,114850,68368,14259,302128,,333248.0,15560.0,5.15013504210136
malvern link,2023-24,121248,120204,76236,10334,317688,,333248.0,15560.0,5.15013504210136
manchester airport,2022-23,679898,3121056,115978,16945,3916932,,5793136.0,938102.0,23.949917945984257
manchester airport,2023-24,801944,3917624,135466,19836,4855034,,5793136.0,938102.0,23.949917945984257
manchester oxford road,2022-23,955418,3320564,381954,815640,4657936,,5534936.0,438500.0,9.41404089708403
manchester oxford road,2023-24,1004300,3694076,398060,898907,5096436,,5534936.0,438500.0,9.41404089708403
manchester piccadilly,2022-23,4832196,16794362,1931806,2046226,23558364,,27993960.0,2217798.0,9.41405778431813
manchester piccadilly,2023-24,5079432,18683466,2013264,2148392,25776162,,27993960.0,2217798.0,9.41405778431813
manchester victoria,2022-23,1436334,4991996,574214,865986,7002544,,8320988.0,659222.0,9.414035813270148
manchester victoria,2023-24,1509822,5553516,598428,875386,7661766,,8320988.0,659222.0,9.414035813270148
manea,2022-23,12940,6504,1594,0,21038,,28770.0,3866.0,18.376271508698547
manea,2023-24,12354,9940,2610,0,24904,,28770.0,3866.0,18.376271508698547
manningtree,2022-23,155882,438332,188916,260705,783130,,1031618.0,124244.0,15.865054333252463
manningtree,2023-24,176460,524412,206502,254895,907374,,1031618.0,124244.0,15.865054333252463
manor park,2022-23,1080976,1943014,695694,0,3719684,,7021748.0,1651032.0,44.38635109864171
manor park,2023-24,1495506,2981796,893414,0,5370716,,7021748.0,1651032.0,44.38635109864171
manor road,2022-23,72726,127232,40762,0,240720,,297724.0,28502.0,11.840312396144899
manor road,2023-24,82832,140856,45534,0,269222,,297724.0,28502.0,11.840312396144899
manorbier,2022-23,4614,2332,0,0,6946,Wales,9362.0,1208.0,17.391304347826086
manorbier,2023-24,5018,3136,0,0,8154,Wales,9362.0,1208.0,17.391304347826086
manors,2022-23,6224,11300,1416,0,18940,,52844.0,16952.0,89.50369588173179
manors,2023-24,8868,25972,1052,0,35892,,52844.0,16952.0,89.50369588173179
mansfield,2022-23,152530,132990,17022,0,302542,,325034.0,11246.0,3.7171698474922494
mansfield,2023-24,162036,130294,21458,0,313788,,325034.0,11246.0,3.7171698474922494
mansfield woodhouse,2022-23,62410,42496,6570,0,111476,,120696.0,4610.0,4.135419283074384
mansfield woodhouse,2023-24,63864,41430,10792,0,116086,,120696.0,4610.0,4.135419283074384
march,2022-23,99588,143292,62474,27,305354,,376598.0,35622.0,11.665804279622995
march,2023-24,93230,187676,60070,55,340976,,376598.0,35622.0,11.665804279622995
marden (kent),2022-23,85162,179818,142484,0,407464,,485196.0,38866.0,9.538511377692261
marden (kent),2023-24,94266,212016,140048,0,446330,,485196.0,38866.0,9.538511377692261
margate,2022-23,129026,774952,121962,8333,1025940,,1287504.0,130782.0,12.747529095268728
margate,2023-24,173044,855070,128608,9367,1156722,,1287504.0,130782.0,12.747529095268728
market harborough,2022-23,104464,541058,117270,0,762792,,1002404.0,119806.0,15.706247574699262
market harborough,2023-24,94412,641064,147122,0,882598,,1002404.0,119806.0,15.706247574699262
market rasen,2022-23,14870,40300,810,0,55980,,59672.0,1846.0,3.2976062879599857
market rasen,2023-24,17544,37948,2334,0,57826,,59672.0,1846.0,3.2976062879599857
markinch,2022-23,65978,117366,4048,0,187392,,316592.0,64600.0,34.47318989071038
markinch,2023-24,99096,149262,3634,0,251992,,316592.0,64600.0,34.47318989071038
marks tey,2022-23,117926,146112,137912,275482,401950,,503930.0,50990.0,12.685657420077124
marks tey,2023-24,161016,143828,148096,304379,452940,,503930.0,50990.0,12.685657420077124
marlow,2022-23,81758,129776,43844,0,255378,,369394.0,57008.0,22.322987884625928
marlow,2023-24,97286,163412,51688,0,312386,,369394.0,57008.0,22.322987884625928
marple,2022-23,141244,98396,66664,0,306304,,398324.0,46010.0,15.021024864187213
marple,2023-24,158872,114068,79374,0,352314,,398324.0,46010.0,15.021024864187213
marsden (yorks),2022-23,94234,75096,14536,0,183866,,143174.0,-20346.0,-11.065667388206629
marsden (yorks),2023-24,73828,72768,16924,0,163520,,143174.0,-20346.0,-11.065667388206629
marsh barton,2023-24,26384,31984,4272,0,62640,,,,
marske,2022-23,11152,33248,5650,0,50050,,62998.0,6474.0,12.935064935064936
marske,2023-24,11014,37120,8390,0,56524,,62998.0,6474.0,12.935064935064936
marston green,2022-23,166542,260272,148710,0,575524,,560736.0,-7394.0,-1.2847422522779242
marston green,2023-24,170614,248154,149362,0,568130,,560736.0,-7394.0,-1.2847422522779242
martin mill,2022-23,7478,21688,16728,0,45894,,68530.0,11318.0,24.66117575282172
martin mill,2023-24,9098,30222,17892,0,57212,,68530.0,11318.0,24.66117575282172
martins heron,2022-23,122392,173708,50116,0,346216,,405480.0,29632.0,8.558818772096032
martins heron,2023-24,127466,197230,51152,0,375848,,405480.0,29632.0,8.558818772096032
marton,2022-23,6412,14480,1286,0,22178,,38594.0,8208.0,37.009649201911806
marton,2023-24,5618,23612,1156,0,30386,,38594.0,8208.0,37.009649201911806
maryhill,2022-23,19002,32362,8866,0,60230,,110110.0,24940.0,41.40793624439648
maryhill,2023-24,30658,42436,12076,0,85170,,110110.0,24940.0,41.40793624439648
maryland,2022-23,899600,1470492,418054,0,2788146,,6639194.0,1925524.0,69.06108934037171
maryland,2023-24,1417048,2621406,675216,0,4713670,,6639194.0,1925524.0,69.06108934037171
maryport,2022-23,30348,61324,9756,0,101428,,100980.0,-224.0,-0.22084631462712467
maryport,2023-24,24800,66292,10112,0,101204,,100980.0,-224.0,-0.22084631462712467
matlock,2022-23,44896,123000,6344,0,174240,,206172.0,15966.0,9.163223140495868
matlock,2023-24,50660,131862,7684,0,190206,,206172.0,15966.0,9.163223140495868
matlock bath,2022-23,15186,51974,1306,0,68466,,74326.0,2930.0,4.279496392369935
matlock bath,2023-24,16988,53402,1006,0,71396,,74326.0,2930.0,4.279496392369935
mauldeth road,2022-23,79476,91230,21454,0,192160,,413556.0,110698.0,57.6072023313905
mauldeth road,2023-24,62916,215692,24250,0,302858,,413556.0,110698.0,57.6072023313905
maxwell park,2022-23,20572,38588,8874,0,68034,,119618.0,25792.0,37.910456536437664
maxwell park,2023-24,31064,55272,7490,0,93826,,119618.0,25792.0,37.910456536437664
maybole,2022-23,16508,27194,2342,0,46044,,25816.0,-10114.0,-21.96594561723569
maybole,2023-24,12606,21484,1840,0,35930,,25816.0,-10114.0,-21.96594561723569
maze hill,2022-23,424790,603926,137216,0,1165932,,1331632.0,82850.0,7.105903260224439
maze hill,2023-24,447276,650612,150894,0,1248782,,1331632.0,82850.0,7.105903260224439
meadowhall,2022-23,427780,859718,165280,37097,1452778,,1903914.0,225568.0,15.526666841045225
meadowhall,2023-24,395050,1105794,177502,37787,1678346,,1903914.0,225568.0,15.526666841045225
meldreth,2022-23,78912,91066,47180,0,217158,,243806.0,13324.0,6.135624752484366
meldreth,2023-24,90564,88690,51228,0,230482,,243806.0,13324.0,6.135624752484366
melksham,2022-23,27260,32586,4360,0,64206,,62494.0,-856.0,-1.3332087343861942
melksham,2023-24,26508,32842,4000,0,63350,,62494.0,-856.0,-1.3332087343861942
melton (suffolk),2022-23,18870,45126,3958,0,67954,,86774.0,9410.0,13.847602790122728
melton (suffolk),2023-24,21792,50214,5358,0,77364,,86774.0,9410.0,13.847602790122728
melton mowbray,2022-23,69258,123814,12502,0,205574,,264034.0,29230.0,14.218724157724225
melton mowbray,2023-24,69226,152262,13316,0,234804,,264034.0,29230.0,14.218724157724225
menheniot,2022-23,806,1946,882,0,3634,,5562.0,964.0,26.527242707760045
menheniot,2023-24,1180,2456,962,0,4598,,5562.0,964.0,26.527242707760045
menston,2022-23,217826,155410,207738,0,580974,,602310.0,10668.0,1.8362267502504415
menston,2023-24,218650,178056,194936,0,591642,,602310.0,10668.0,1.8362267502504415
meols,2022-23,134554,164374,38532,0,337460,,402636.0,32588.0,9.656848219048184
meols,2023-24,150294,174494,45260,0,370048,,402636.0,32588.0,9.656848219048184
meols cop,2022-23,37080,32934,15434,0,85448,,79136.0,-3156.0,-3.693474393783354
meols cop,2023-24,34376,34220,13696,0,82292,,79136.0,-3156.0,-3.693474393783354
meopham,2022-23,70536,83402,61594,0,215532,,271372.0,27920.0,12.953992910565484
meopham,2023-24,76084,99768,67600,0,243452,,271372.0,27920.0,12.953992910565484
meridian water,2022-23,78032,96700,38152,0,212884,,731376.0,259246.0,121.77805753368031
meridian water,2023-24,111910,309926,50294,0,472130,,731376.0,259246.0,121.77805753368031
merryton,2022-23,16418,28486,11346,0,56250,,79378.0,11564.0,20.558222222222224
merryton,2023-24,23080,36592,8142,0,67814,,79378.0,11564.0,20.558222222222224
merstham,2022-23,219138,259804,129150,0,608092,,754016.0,72962.0,11.998513382843386
merstham,2023-24,254818,286066,140170,0,681054,,754016.0,72962.0,11.998513382843386
merthyr tydfil,2022-23,192766,16876,69772,0,279414,,290982.0,5784.0,2.0700465975219564
merthyr tydfil,2023-24,206844,21804,56550,0,285198,,290982.0,5784.0,2.0700465975219564
merthyr vale,2022-23,27556,1250,11900,0,40706,,47454.0,3374.0,8.288704367906451
merthyr vale,2023-24,30842,1578,11660,0,44080,,47454.0,3374.0,8.288704367906451
metheringham,2022-23,39278,14270,15090,0,68638,,66338.0,-1150.0,-1.6754567440776247
metheringham,2023-24,40110,13644,13734,0,67488,,66338.0,-1150.0,-1.6754567440776247
metrocentre,2022-23,56458,239138,25168,0,320764,,716636.0,197936.0,61.707672930877536
metrocentre,2023-24,68958,375650,74092,0,518700,,716636.0,197936.0,61.707672930877536
mexborough,2022-23,44922,49810,27120,0,121852,,183168.0,30658.0,25.16003020057119
mexborough,2023-24,37588,90262,24660,0,152510,,183168.0,30658.0,25.16003020057119
micheldever,2022-23,14424,56436,22638,0,93498,,128554.0,17528.0,18.74692506791589
micheldever,2023-24,19012,63992,28022,0,111026,,128554.0,17528.0,18.74692506791589
micklefield,2022-23,63666,68290,41716,1733,173672,,226500.0,26414.0,15.209129853977613
micklefield,2023-24,57060,100152,42874,2032,200086,,226500.0,26414.0,15.209129853977613
middlesbrough,2022-23,238400,1008352,129658,48167,1376410,,1557358.0,90474.0,6.573186768477416
middlesbrough,2023-24,223108,1120244,123532,65298,1466884,,1557358.0,90474.0,6.573186768477416
middlewood,2022-23,5340,9134,4284,0,18758,,19678.0,460.0,2.452287024203007
middlewood,2023-24,3764,13316,2138,0,19218,,19678.0,460.0,2.452287024203007
midgham,2022-23,5682,22282,4476,0,32440,,40020.0,3790.0,11.683107274969174
midgham,2023-24,7100,25710,3420,0,36230,,40020.0,3790.0,11.683107274969174
milford (surrey),2022-23,69060,66470,37406,0,172936,,182552.0,4808.0,2.7802192718693624
milford (surrey),2023-24,71862,67286,38596,0,177744,,182552.0,4808.0,2.7802192718693624
milford haven,2022-23,22266,23522,370,0,46158,,56506.0,5174.0,11.209324494128861
milford haven,2023-24,23360,27952,20,0,51332,,56506.0,5174.0,11.209324494128861
mill hill (lancs),2022-23,17246,33840,8738,0,59824,,65676.0,2926.0,4.891013640010698
mill hill (lancs),2023-24,18434,32702,11614,0,62750,,65676.0,2926.0,4.891013640010698
mill hill broadway,2022-23,591426,745324,249776,0,1586526,,1758738.0,86106.0,5.427329901936685
mill hill broadway,2023-24,636200,778650,257782,0,1672632,,1758738.0,86106.0,5.427329901936685
millbrook (bedfordshire),2022-23,1004,3058,2504,0,6566,,-1942.0,-4254.0,-64.78830338105391
millbrook (bedfordshire),2023-24,844,880,588,0,2312,,-1942.0,-4254.0,-64.78830338105391
millbrook (hants),2022-23,7564,12996,4866,0,25426,,32830.0,3702.0,14.559899315661134
millbrook (hants),2023-24,8272,14162,6694,0,29128,,32830.0,3702.0,14.559899315661134
milliken park,2022-23,43588,83624,33902,0,161114,,214454.0,26670.0,16.55349628213563
milliken park,2023-24,60994,101988,24802,0,187784,,214454.0,26670.0,16.55349628213563
millom,2022-23,43770,93376,30356,0,167502,,180110.0,6304.0,3.763537151795202
millom,2023-24,46630,99252,27924,0,173806,,180110.0,6304.0,3.763537151795202
mills hill (manchester),2022-23,109148,88444,44796,0,242388,,353772.0,55692.0,22.97638496955295
