station_name,year,full_price_tickets,reduced_price_tickets,season_tickets,interchanges,total_entries_exits,region,forecast_2024-25,growth_absolute,growth_percent
blundellsands and crosby,2023-24,330342,873214,294082,0,1497638,,1630268.0,132630.0,9.716426570393727
blythe bridge,2022-23,39266,24146,8888,0,72300,,82836.0,5268.0,7.286307053941908
blythe bridge,2023-24,37288,27734,12546,0,77568,,82836.0,5268.0,7.286307053941908
bodmin parkway,2022-23,7200,238908,15308,0,261416,,297868.0,18226.0,6.972029256051656
bodmin parkway,2023-24,17242,247254,15146,0,279642,,297868.0,18226.0,6.972029256051656
bodorgan,2022-23,2514,2350,92,0,4956,,7792.0,1418.0,28.611783696529457
bodorgan,2023-24,3250,2968,156,0,6374,,7792.0,1418.0,28.611783696529457
bognor regis,2022-23,194264,578096,252664,0,1025024,,993856.0,-15584.0,-1.5203546453546455
bognor regis,2023-24,191920,573424,244096,0,1009440,,993856.0,-15584.0,-1.5203546453546455
bogston,2022-23,6460,10302,2708,0,19470,,27762.0,4146.0,21.294298921417564
bogston,2023-24,9032,13168,1416,0,23616,,27762.0,4146.0,21.294298921417564
bolton,2022-23,676932,1434132,388258,422583,2499322,,2925026.0,212852.0,8.516389644871689
bolton,2023-24,648086,1666594,397494,399405,2712174,,2925026.0,212852.0,8.516389644871689
bolton-upon-dearne,2022-23,28700,19938,14798,0,63436,,79320.0,7942.0,12.519704899426193
bolton-upon-dearne,2023-24,32710,22800,15868,0,71378,,79320.0,7942.0,12.519704899426193
bond street,2022-23,5507506,11466274,2426636,0,19400416,,57215556.0,18907570.0,97.45961117534799
bond street,2023-24,10859404,22858632,4589950,236,38307986,,57215556.0,18907570.0,97.45961117534799
bookham,2022-23,70190,75158,22706,0,168054,,227802.0,29874.0,17.77642900496269
bookham,2023-24,74542,95896,27490,0,197928,,227802.0,29874.0,17.77642900496269
bootle (cumbria),2022-23,3660,7458,848,0,11966,,12030.0,32.0,0.26742436904562933
bootle (cumbria),2023-24,3288,7784,926,0,11998,,12030.0,32.0,0.26742436904562933
bootle new strand,2022-23,196850,401382,149260,1254,747492,,792448.0,22478.0,3.0071224842540123
bootle new strand,2023-24,198000,408718,163252,1430,769970,,792448.0,22478.0,3.0071224842540123
bootle oriel road,2022-23,153814,313632,116628,0,584074,,619214.0,17570.0,3.008180470282875
bootle oriel road,2023-24,154714,319366,127564,0,601644,,619214.0,17570.0,3.008180470282875
bordesley,2022-23,916,7474,698,0,9088,,21144.0,6028.0,66.32922535211267
bordesley,2023-24,1642,12440,1034,0,15116,,21144.0,6028.0,66.32922535211267
borough green and wrotham,2022-23,110566,116150,80234,0,306950,,474754.0,83902.0,27.334093500570127
borough green and wrotham,2023-24,124992,167490,98370,0,390852,,474754.0,83902.0,27.334093500570127
borth,2022-23,32372,12022,508,0,44902,,70994.0,13046.0,29.05438510534052
borth,2023-24,42524,14448,976,0,57948,,70994.0,13046.0,29.05438510534052
bosham,2022-23,20544,27564,11096,0,59204,,65028.0,2912.0,4.918586581987704
bosham,2023-24,21012,28804,12300,0,62116,,65028.0,2912.0,4.918586581987704
boston,2022-23,63234,129756,7102,1,200092,,250364.0,25136.0,12.562221378166043
boston,2023-24,63256,153994,7978,0,225228,,250364.0,25136.0,12.562221378166043
botley,2022-23,30954,72650,21840,0,125444,,145188.0,9872.0,7.869647013806958
botley,2023-24,34824,80756,19736,0,135316,,145188.0,9872.0,7.869647013806958
bottesford,2022-23,25128,17350,6030,0,48508,,56412.0,3952.0,8.147109755091945
bottesford,2023-24,25804,19444,7212,0,52460,,56412.0,3952.0,8.147109755091945
bourne end,2022-23,64376,80288,49394,84287,194058,,278882.0,42412.0,21.855321604881013
bourne end,2023-24,79146,100546,56778,100501,236470,,278882.0,42412.0,21.855321604881013
bournemouth,2022-23,433204,1895664,101256,48487,2430124,,2611684.0,90780.0,3.735611845321473
bournemouth,2023-24,461954,1952962,105988,62051,2520904,,2611684.0,90780.0,3.735611845321473
bournville,2022-23,213822,318930,169626,0,702378,,1021906.0,159764.0,22.746156627912605
bournville,2023-24,257894,376510,227738,0,862142,,1021906.0,159764.0,22.746156627912605
bow brickhill,2022-23,4440,4206,9886,0,18532,,8016.0,-5258.0,-28.372544787394776
bow brickhill,2023-24,4360,2830,6084,0,13274,,8016.0,-5258.0,-28.372544787394776
bow street,2022-23,14764,7246,1272,0,23282,,33882.0,5300.0,22.764367322394982
bow street,2023-24,18136,10028,418,0,28582,,33882.0,5300.0,22.764367322394982
bowes park,2022-23,165552,158202,79198,0,402952,,450840.0,23944.0,5.942146955468641
bowes park,2023-24,174804,191798,60294,0,426896,,450840.0,23944.0,5.942146955468641
bowling,2022-23,6410,12310,6714,0,25434,,23906.0,-764.0,-3.0038531100102226
bowling,2023-24,8534,15400,736,0,24670,,23906.0,-764.0,-3.0038531100102226
box hill and westhumble,2022-23,23830,76136,5982,0,105948,,159812.0,26932.0,25.420017367010235
box hill and westhumble,2023-24,23398,102358,7124,0,132880,,159812.0,26932.0,25.420017367010235
bracknell,2022-23,515106,771352,204210,132,1490668,,1713756.0,111544.0,7.482819782808781
bracknell,2023-24,549320,850928,201964,12681,1602212,,1713756.0,111544.0,7.482819782808781
bradford forster square,2022-23,510654,585840,341238,27880,1437732,,1414000.0,-11866.0,-0.8253276688562263
bradford forster square,2023-24,484610,629400,311856,34252,1425866,,1414000.0,-11866.0,-0.8253276688562263
bradford interchange,2022-23,566596,1311412,346904,69528,2224912,,2432860.0,103974.0,4.673173590685834
bradford interchange,2023-24,572802,1431550,324534,87687,2328886,,2432860.0,103974.0,4.673173590685834
bradford-on-avon,2022-23,180694,215466,30540,6234,426700,,546912.0,60106.0,14.086243262245137
bradford-on-avon,2023-24,204406,255016,27384,4805,486806,,546912.0,60106.0,14.086243262245137
brading,2022-23,3298,10506,2574,0,16378,,15866.0,-256.0,-1.5630724142141899
brading,2023-24,3108,11682,1332,0,16122,,15866.0,-256.0,-1.5630724142141899
braintree,2022-23,115572,228136,181074,0,524782,,626182.0,50700.0,9.661154536550415
braintree,2023-24,151664,234310,189508,0,575482,,626182.0,50700.0,9.661154536550415
braintree freeport,2022-23,31828,58314,19164,0,109306,,139098.0,14896.0,13.627797193200738
braintree freeport,2023-24,41518,62598,20086,0,124202,,139098.0,14896.0,13.627797193200738
bramhall,2022-23,56760,66854,25694,0,149308,,224264.0,37478.0,25.101133227958318
bramhall,2023-24,49768,110468,26550,0,186786,,224264.0,37478.0,25.101133227958318
bramley (hampshire),2022-23,52280,129526,37714,0,219520,,263456.0,21968.0,10.007288629737609
bramley (hampshire),2023-24,58198,141862,41428,0,241488,,263456.0,21968.0,10.007288629737609
bramley (west yorkshire),2022-23,115462,93030,49710,0,258202,,335966.0,38882.0,15.05875244963246
bramley (west yorkshire),2023-24,123746,115338,58000,0,297084,,335966.0,38882.0,15.05875244963246
brampton (cumbria),2022-23,3572,6342,46,0,9960,,17460.0,3750.0,37.65060240963856
brampton (cumbria),2023-24,1802,11882,26,0,13710,,17460.0,3750.0,37.65060240963856
brampton (suffolk),2022-23,2808,5656,926,0,9390,,14450.0,2530.0,26.943556975505857
brampton (suffolk),2023-24,3500,6714,1706,0,11920,,14450.0,2530.0,26.943556975505857
branchton,2022-23,29730,45600,13176,0,88506,,131302.0,21398.0,24.176891962126863
branchton,2023-24,39392,60964,9548,0,109904,,131302.0,21398.0,24.176891962126863
brandon,2022-23,48198,56440,10464,0,115102,,123498.0,4198.0,3.6471998748935723
brandon,2023-24,43522,66594,9184,0,119300,,123498.0,4198.0,3.6471998748935723
branksome,2022-23,51658,138034,12772,0,202464,,268264.0,32900.0,16.24980243401296
branksome,2023-24,60518,161118,13728,0,235364,,268264.0,32900.0,16.24980243401296
braystones,2022-23,194,1088,0,0,1282,North West,1782.0,250.0,19.50078003120125
braystones,2023-24,184,1348,0,0,1532,North West,1782.0,250.0,19.50078003120125
bredbury,2022-23,64914,57046,34486,0,156446,,230398.0,36976.0,23.634992265701904
bredbury,2023-24,58402,99690,35330,0,193422,,230398.0,36976.0,23.634992265701904
breich,2022-23,2506,1926,52,0,4484,,7588.0,1552.0,34.611953612845674
breich,2023-24,3254,2452,330,0,6036,,7588.0,1552.0,34.611953612845674
brent cross west,2023-24,40122,76338,23806,0,140266,,,,
brentford,2022-23,340906,339980,216792,0,897678,,1069682.0,86002.0,9.580495456054399
brentford,2023-24,393576,380844,209260,0,983680,,1069682.0,86002.0,9.580495456054399
brentwood,2022-23,1176284,1336510,336818,0,2849612,,4576456.0,863422.0,30.29963377470336
brentwood,2023-24,1445326,1896180,371528,0,3713034,,4576456.0,863422.0,30.29963377470336
bricket wood,2022-23,10140,8670,2898,0,21708,,24760.0,1526.0,7.029666482402801
bricket wood,2023-24,9284,11198,2752,0,23234,,24760.0,1526.0,7.029666482402801
bridge of allan,2022-23,96294,87668,8598,0,192560,,341540.0,74490.0,38.68404653095139
bridge of allan,2023-24,145372,113356,8322,0,267050,,341540.0,74490.0,38.68404653095139
bridge of orchy,2022-23,3546,1844,0,0,5390,Scotland,9182.0,1896.0,35.176252319109466
bridge of orchy,2023-24,5094,2192,0,0,7286,Scotland,9182.0,1896.0,35.176252319109466
bridgend,2022-23,619720,368602,144962,33063,1133284,,1423384.0,145050.0,12.799086548473287
bridgend,2023-24,670618,432642,175074,59079,1278334,,1423384.0,145050.0,12.799086548473287
bridgeton,2022-23,142390,291170,66748,0,500308,,1035060.0,267376.0,53.442279555793625
bridgeton,2023-24,250568,438396,78720,0,767684,,1035060.0,267376.0,53.442279555793625
bridgwater,2022-23,121014,283818,23896,0,428728,,455648.0,13460.0,3.1395196954712548
bridgwater,2023-24,133846,288080,20262,0,442188,,455648.0,13460.0,3.1395196954712548
bridlington,2022-23,62942,407906,33940,1082,504788,,478920.0,-12934.0,-2.562263762213048
bridlington,2023-24,45792,422666,23396,1055,491854,,478920.0,-12934.0,-2.562263762213048
brierfield,2022-23,8684,15436,5290,0,29410,,30506.0,548.0,1.8633117987079224
brierfield,2023-24,10314,16104,3540,0,29958,,30506.0,548.0,1.8633117987079224
brigg,2022-23,48,240,0,0,288,Yorkshire,1748.0,730.0,253.47222222222223
brigg,2023-24,200,818,0,0,1018,Yorkshire,1748.0,730.0,253.47222222222223
brighouse,2022-23,98976,194644,36162,0,329782,,405738.0,37978.0,11.516092448951126
brighouse,2023-24,102778,232080,32902,47397,367760,,405738.0,37978.0,11.516092448951126
brighton,2022-23,2580238,9925494,1547158,893229,14052890,,15042410.0,494760.0,3.5206993009978733
brighton,2023-24,2968120,10140904,1438626,980746,14547650,,15042410.0,494760.0,3.5206993009978733
brimsdown,2022-23,325696,472108,139768,0,937572,,1164756.0,113592.0,12.11554952579642
brimsdown,2023-24,367966,554772,128426,0,1051164,,1164756.0,113592.0,12.11554952579642
brinnington,2022-23,31264,31170,19638,0,82072,,116728.0,17328.0,21.113168924846477
brinnington,2023-24,28654,48594,22152,0,99400,,116728.0,17328.0,21.113168924846477
bristol parkway,2022-23,318880,1445160,59606,677864,1823646,,2314654.0,245504.0,13.462261864418862
bristol parkway,2023-24,334330,1669282,65538,901993,2069150,,2314654.0,245504.0,13.462261864418862
bristol temple meads,2022-23,2268610,6603686,419384,1242101,9291680,,11162696.0,935508.0,10.068233085943554
bristol temple meads,2023-24,2621920,7153686,451582,1498094,10227188,,11162696.0,935508.0,10.068233085943554
brithdir,2022-23,9144,428,2798,0,12370,,12154.0,-108.0,-0.8730800323362976
brithdir,2023-24,9126,444,2692,0,12262,,12154.0,-108.0,-0.8730800323362976
briton ferry,2022-23,20684,2772,1966,0,25422,,37126.0,5852.0,23.019431988041852
briton ferry,2023-24,19610,8450,3214,0,31274,,37126.0,5852.0,23.019431988041852
brixton,2022-23,236716,328280,139164,0,704160,,859524.0,77682.0,11.03186775732788
brixton,2023-24,271592,346070,164180,0,781842,,859524.0,77682.0,11.03186775732788
broad green,2022-23,160568,122828,84156,0,367552,,362224.0,-2664.0,-0.7247954030994254
broad green,2023-24,156198,125046,83644,0,364888,,362224.0,-2664.0,-0.7247954030994254
broadbottom,2022-23,44772,34416,23656,0,102844,,137900.0,17528.0,17.043288864688265
broadbottom,2023-24,53456,40708,26208,0,120372,,137900.0,17528.0,17.043288864688265
broadstairs,2022-23,94950,442736,93722,0,631408,,795612.0,82102.0,13.003002812761322
broadstairs,2023-24,123372,476454,113684,0,713510,,795612.0,82102.0,13.003002812761322
brockenhurst,2022-23,173986,501120,124026,196256,799132,,877644.0,39256.0,4.912329877917541
brockenhurst,2023-24,219320,493648,125420,216713,838388,,877644.0,39256.0,4.912329877917541
brockholes,2022-23,14804,16940,3006,0,34750,,36530.0,890.0,2.5611510791366907
brockholes,2023-24,10772,22364,2504,0,35640,,36530.0,890.0,2.5611510791366907
brockley,2022-23,1037520,1903728,389662,0,3330910,,4010018.0,339554.0,10.194031060581041
brockley,2023-24,1116104,2127892,426468,0,3670464,,4010018.0,339554.0,10.194031060581041
bromborough,2022-23,207200,214098,105252,0,526550,,632102.0,52776.0,10.02297977400057
bromborough,2023-24,232864,235556,110906,0,579326,,632102.0,52776.0,10.02297977400057
bromborough rake,2022-23,69286,95118,49080,0,213484,,241892.0,14204.0,6.653426017874876
bromborough rake,2023-24,73372,102484,51832,0,227688,,241892.0,14204.0,6.653426017874876
bromley cross (lancs),2022-23,90432,92266,56316,0,239014,,288286.0,24636.0,10.307346013204247
bromley cross (lancs),2023-24,74170,137642,51838,0,263650,,288286.0,24636.0,10.307346013204247
bromley north,2022-23,66136,76374,37386,0,179896,,223112.0,21608.0,12.011384355405346
bromley north,2023-24,78808,89672,33024,0,201504,,223112.0,21608.0,12.011384355405346
bromley south,2022-23,1751032,2892144,900120,764420,5543296,,6426160.0,441432.0,7.963348881243217
bromley south,2023-24,1913436,3148674,922618,852825,5984728,,6426160.0,441432.0,7.963348881243217
bromsgrove,2022-23,239990,174706,98478,0,513174,,670126.0,78476.0,15.292279032063199
bromsgrove,2023-24,270516,197730,123404,0,591650,,670126.0,78476.0,15.292279032063199
brondesbury,2022-23,597922,1079880,500916,0,2178718,,2630806.0,226044.0,10.375092141341835
brondesbury,2023-24,645990,1226812,531960,0,2404762,,2630806.0,226044.0,10.375092141341835
brondesbury park,2022-23,319928,436002,137646,0,893576,,1134876.0,120650.0,13.50192932666052
brondesbury park,2023-24,355740,516736,141750,0,1014226,,1134876.0,120650.0,13.50192932666052
brookmans park,2022-23,100850,99688,19008,0,219546,,277766.0,29110.0,13.25918030845472
brookmans park,2023-24,113038,116540,19078,0,248656,,277766.0,29110.0,13.25918030845472
brookwood,2022-23,322252,261576,139558,45458,723386,,845530.0,61072.0,8.44251893180128
brookwood,2023-24,320592,310476,153390,47009,784458,,845530.0,61072.0,8.44251893180128
broome,2022-23,518,104,0,0,622,West Midlands,1978.0,678.0,109.0032154340836
broome,2023-24,920,380,0,0,1300,West Midlands,1978.0,678.0,109.0032154340836
broomfleet,2022-23,222,506,62,0,790,,998.0,104.0,13.164556962025317
broomfleet,2023-24,54,830,10,0,894,,998.0,104.0,13.164556962025317
brora,2022-23,3448,1146,0,0,4594,Scotland,7386.0,1396.0,30.387461906835
brora,2023-24,4758,1232,0,0,5990,Scotland,7386.0,1396.0,30.387461906835
brough,2022-23,37836,361726,17750,7623,417312,,528776.0,55732.0,13.354995782532015
brough,2023-24,50044,400186,22814,8860,473044,,528776.0,55732.0,13.354995782532015
broughty ferry,2022-23,56718,24488,3062,0,84268,,164276.0,40004.0,47.47235012104239
broughty ferry,2023-24,92038,30808,1426,0,124272,,164276.0,40004.0,47.47235012104239
broxbourne,2022-23,546050,693902,136298,284657,1376250,,1873410.0,248580.0,18.062125340599454
broxbourne,2023-24,634728,830434,159668,348293,1624830,,1873410.0,248580.0,18.062125340599454
bruce grove,2022-23,301468,521288,176392,0,999148,,1776504.0,388678.0,38.900943603950566
bruce grove,2023-24,390812,756502,240512,0,1387826,,1776504.0,388678.0,38.900943603950566
brundall,2022-23,32826,50410,8832,958,92068,,109036.0,8484.0,9.214928096624234
brundall,2023-24,36342,52610,11600,1093,100552,,109036.0,8484.0,9.214928096624234
brundall gardens,2022-23,6498,6966,1094,0,14558,,23934.0,4688.0,32.202225580436874
brundall gardens,2023-24,7108,8306,3832,0,19246,,23934.0,4688.0,32.202225580436874
brunstane,2022-23,62194,45172,2578,0,109944,,215460.0,52758.0,47.986247544204325
brunstane,2023-24,88136,70402,4164,0,162702,,215460.0,52758.0,47.986247544204325
brunswick,2022-23,279646,288996,214056,0,782698,,964666.0,90984.0,11.624406859350605
brunswick,2023-24,318904,313658,241120,0,873682,,964666.0,90984.0,11.624406859350605
bruton,2022-23,17766,27658,814,0,46238,,55822.0,4792.0,10.363770059258618
bruton,2023-24,19340,29292,2398,0,51030,,55822.0,4792.0,10.363770059258618
bryn,2022-23,34966,42050,6470,0,83486,,112806.0,14660.0,17.559830390724194
bryn,2023-24,41260,47740,9146,0,98146,,112806.0,14660.0,17.559830390724194
buckenham,2022-23,46,208,100,0,354,,366.0,6.0,1.694915254237288
buckenham,2023-24,40,198,122,0,360,,366.0,6.0,1.694915254237288
buckley,2022-23,27960,2036,332,0,30328,,23180.0,-3574.0,-11.784489580585596
buckley,2023-24,24122,2176,456,0,26754,,23180.0,-3574.0,-11.784489580585596
bucknell,2022-23,1596,590,858,0,3044,,3484.0,220.0,7.227332457293036
bucknell,2023-24,2060,812,392,0,3264,,3484.0,220.0,7.227332457293036
buckshaw parkway,2022-23,103990,186848,49418,0,340256,,342128.0,936.0,0.27508699332267467
buckshaw parkway,2023-24,102410,194402,44380,0,341192,,342128.0,936.0,0.27508699332267467
bugle,2022-23,628,5416,576,0,6620,,6064.0,-278.0,-4.199395770392749
bugle,2023-24,1224,4964,154,0,6342,,6064.0,-278.0,-4.199395770392749
builth road,2022-23,2082,1744,88,0,3914,Wales,5362.0,724.0,18.497700562084823
builth road,2023-24,2502,2136,0,0,4638,Wales,5362.0,724.0,18.497700562084823
bulwell,2022-23,30646,13996,11694,0,56336,,74260.0,8962.0,15.908122692416926
bulwell,2023-24,35436,16910,12952,0,65298,,74260.0,8962.0,15.908122692416926
bures,2022-23,16218,16822,12028,0,45068,,47556.0,1244.0,2.760273364693352
bures,2023-24,16068,19050,11194,0,46312,,47556.0,1244.0,2.760273364693352
burgess hill,2022-23,308680,753302,405110,0,1467092,,1609804.0,71356.0,4.863771324497714
burgess hill,2023-24,343684,791608,403156,0,1538448,,1609804.0,71356.0,4.863771324497714
burley park,2022-23,176898,346888,45234,0,569020,,708200.0,69590.0,12.229798601103651
burley park,2023-24,194184,389294,55132,0,638610,,708200.0,69590.0,12.229798601103651
burley-in-wharfedale,2022-23,168600,122454,174192,0,465246,,519518.0,27136.0,5.832613284155049
burley-in-wharfedale,2023-24,167406,138726,186250,0,492382,,519518.0,27136.0,5.832613284155049
burnage,2022-23,57482,61854,22852,0,142188,,178540.0,18176.0,12.78307592764509
burnage,2023-24,41910,101938,16516,0,160364,,178540.0,18176.0,12.78307592764509
burneside (cumbria),2022-23,2542,12358,2018,0,16918,,27562.0,5322.0,31.457619103912993
burneside (cumbria),2023-24,1970,18534,1736,0,22240,,27562.0,5322.0,31.457619103912993
burnham (buckinghamshire),2022-23,410526,587466,259840,0,1257832,,1874320.0,308244.0,24.5059753607795
burnham (buckinghamshire),2023-24,507808,788200,270068,0,1566076,,1874320.0,308244.0,24.5059753607795
burnham-on-crouch,2022-23,58444,62700,41826,0,162970,,223394.0,30212.0,18.53838129717126
burnham-on-crouch,2023-24,66614,78046,48522,0,193182,,223394.0,30212.0,18.53838129717126
burnley barracks,2022-23,8218,15248,2438,0,25904,,32156.0,3126.0,12.067634342186535
burnley barracks,2023-24,7694,17292,4044,0,29030,,32156.0,3126.0,12.067634342186535
burnley central,2022-23,29640,50228,20314,7,100182,,88330.0,-5926.0,-5.9152342736220085
burnley central,2023-24,28058,49950,16248,5,94256,,88330.0,-5926.0,-5.9152342736220085
burnley manchester road,2022-23,156962,311664,38738,7748,507364,,534416.0,13526.0,2.6659360932190697
burnley manchester road,2023-24,168564,316230,36096,13195,520890,,534416.0,13526.0,2.6659360932190697
burnside (south lanarkshire),2022-23,49354,117234,15638,0,182226,,249138.0,33456.0,18.35961937374469
burnside (south lanarkshire),2023-24,67778,132332,15572,0,215682,,249138.0,33456.0,18.35961937374469
burntisland,2022-23,53250,85592,11820,0,150662,,210414.0,29876.0,19.82981773771754
burntisland,2023-24,68864,101684,9990,0,180538,,210414.0,29876.0,19.82981773771754
burscough bridge,2022-23,62458,77292,25548,0,165298,,169638.0,2170.0,1.3127805539086983
burscough bridge,2023-24,65546,75004,26918,0,167468,,169638.0,2170.0,1.3127805539086983
burscough junction,2022-23,19104,18134,3032,0,40270,,55622.0,7676.0,19.061335982120685
burscough junction,2023-24,19450,24382,4114,0,47946,,55622.0,7676.0,19.061335982120685
bursledon,2022-23,15514,33452,5784,0,54750,,62342.0,3796.0,6.933333333333333
bursledon,2023-24,15876,35318,7352,0,58546,,62342.0,3796.0,6.933333333333333
burton joyce,2022-23,5934,3264,228,0,9426,,12602.0,1588.0,16.847018883938045
burton joyce,2023-24,6900,3760,354,0,11014,,12602.0,1588.0,16.847018883938045
burton-on-trent,2022-23,193310,439098,31090,12749,663498,,746686.0,41594.0,6.26889606298738
burton-on-trent,2023-24,192524,482670,29898,12603,705092,,746686.0,41594.0,6.26889606298738
bury st edmunds,2022-23,235218,390422,72642,911,698282,,971206.0,136462.0,19.542534391549545
bury st edmunds,2023-24,293226,456628,84890,804,834744,,971206.0,136462.0,19.542534391549545
busby,2022-23,35006,61588,8498,0,105092,,167684.0,31296.0,29.779621664827012
busby,2023-24,51880,76948,7560,0,136388,,167684.0,31296.0,29.779621664827012
bush hill park,2022-23,372088,462150,59440,0,893678,,1394102.0,250212.0,27.998003755267558
bush hill park,2023-24,452518,620346,71026,0,1143890,,1394102.0,250212.0,27.998003755267558
bushey,2022-23,397220,543664,59964,0,1000848,,1314092.0,156622.0,15.648929707607948
bushey,2023-24,479590,622370,55510,0,1157470,,1314092.0,156622.0,15.648929707607948
butlers lane,2022-23,35298,56550,50220,0,142068,,194212.0,26072.0,18.351775206239264
butlers lane,2023-24,43656,65492,58992,0,168140,,194212.0,26072.0,18.351775206239264
buxted,2022-23,29048,39872,23936,0,92856,,98272.0,2708.0,2.9163435857672093
buxted,2023-24,30606,41552,23406,0,95564,,98272.0,2708.0,2.9163435857672093
buxton,2022-23,36816,230932,33820,0,301568,,396184.0,47308.0,15.687340831918506
buxton,2023-24,22332,304618,21926,0,348876,,396184.0,47308.0,15.687340831918506
byfleet and new haw,2022-23,134794,128594,53412,0,316800,,421884.0,52542.0,16.585227272727273
byfleet and new haw,2023-24,140106,172432,56804,0,369342,,421884.0,52542.0,16.585227272727273
bynea,2022-23,878,388,0,0,1266,Wales,2714.0,724.0,57.187993680884674
bynea,2023-24,1034,950,6,0,1990,Wales,2714.0,724.0,57.187993680884674
cadoxton,2022-23,201510,9542,47112,0,258164,,338048.0,39942.0,15.471560713345006
cadoxton,2023-24,221910,12920,63276,0,298106,,338048.0,39942.0,15.471560713345006
caergwrle,2022-23,8290,846,730,0,9866,,9618.0,-124.0,-1.25684167849179
caergwrle,2023-24,7200,1134,1408,0,9742,,9618.0,-124.0,-1.25684167849179
caerphilly,2022-23,407356,29334,88210,0,524900,,612988.0,44044.0,8.390931606020194
caerphilly,2023-24,442532,34770,91642,0,568944,,612988.0,44044.0,8.390931606020194
caersws,2022-23,19592,21184,1724,0,42500,,55772.0,6636.0,15.614117647058823
caersws,2023-24,22000,23376,3760,0,49136,,55772.0,6636.0,15.614117647058823
caldercruix,2022-23,23120,31170,12904,0,67194,,73122.0,2964.0,4.41110813465488
caldercruix,2023-24,27186,35184,7788,0,70158,,73122.0,2964.0,4.41110813465488
caldicot,2022-23,51508,7126,7278,0,65912,,81812.0,7950.0,12.061536594246874
caldicot,2023-24,58574,8898,6390,0,73862,,81812.0,7950.0,12.061536594246874
caledonian road and barnsbury,2022-23,453940,658682,215820,0,1328442,,1746598.0,209078.0,15.7385870064331
caledonian road and barnsbury,2023-24,496416,801116,239988,0,1537520,,1746598.0,209078.0,15.7385870064331
calstock,2022-23,2008,26094,3514,0,31616,,37396.0,2890.0,9.14094129554656
calstock,2023-24,4712,26634,3160,0,34506,,37396.0,2890.0,9.14094129554656
cam and dursley,2022-23,65684,109712,7580,0,182976,,232924.0,24974.0,13.64878454004897
cam and dursley,2023-24,75272,124876,7802,0,207950,,232924.0,24974.0,13.64878454004897
camberley,2022-23,96216,173028,18656,0,287900,,393236.0,52668.0,18.29385203195554
camberley,2023-24,115350,202888,22330,0,340568,,393236.0,52668.0,18.29385203195554
camborne,2022-23,30310,206272,59226,0,295808,,371612.0,37902.0,12.81304089138901
camborne,2023-24,44248,224200,65262,0,333710,,371612.0,37902.0,12.81304089138901
cambridge,2022-23,2331900,5809382,1200318,481342,9341600,,10724576.0,691488.0,7.402243726984671
cambridge,2023-24,2654718,6139404,1238966,712233,10033088,,10724576.0,691488.0,7.402243726984671
cambridge heath,2022-23,242406,407088,121996,0,771490,,1330626.0,279568.0,36.237410724701554
cambridge heath,2023-24,300440,589360,161258,0,1051058,,1330626.0,279568.0,36.237410724701554
cambridge north,2022-23,341708,635710,97184,936,1074602,,1462974.0,194186.0,18.070504242500945
cambridge north,2023-24,446180,695258,127350,1631,1268788,,1462974.0,194186.0,18.070504242500945
cambuslang,2022-23,199304,342460,87514,31582,629278,,905450.0,138086.0,21.943560715613767
cambuslang,2023-24,267458,416350,83556,42517,767364,,905450.0,138086.0,21.943560715613767
camden road,2022-23,1172670,1959568,592436,11725,3724674,,4857250.0,566288.0,15.203692994339907
camden road,2023-24,1289394,2367796,633772,10250,4290962,,4857250.0,566288.0,15.203692994339907
camelon,2022-23,55600,55750,13522,0,124872,,181620.0,28374.0,22.722467807034402
camelon,2023-24,73250,70468,9528,0,153246,,181620.0,28374.0,22.722467807034402
canada water,2022-23,4676574,9054286,2495230,914,16226090,,18808354.0,1291132.0,7.957135699358256
canada water,2023-24,5149584,9740270,2627368,6339,17517222,,18808354.0,1291132.0,7.957135699358256
canary wharf,2022-23,3220892,5461406,1242308,0,9924606,,19650274.0,4862834.0,48.99775366397417
canary wharf,2023-24,4674862,8343782,1768796,27,14787440,,19650274.0,4862834.0,48.99775366397417
canley,2022-23,99356,181554,82886,0,363796,,496064.0,66134.0,18.178869476299905
canley,2023-24,116072,216230,97628,0,429930,,496064.0,66134.0,18.178869476299905
cannock,2022-23,86312,133628,13350,0,233290,,396654.0,81682.0,35.013073856573364
cannock,2023-24,118836,173404,22732,0,314972,,396654.0,81682.0,35.013073856573364
canonbury,2022-23,741898,1359576,248210,841885,2349684,,3155160.0,402738.0,17.140092029396293
canonbury,2023-24,852744,1610582,289096,925702,2752422,,3155160.0,402738.0,17.140092029396293
canterbury east,2022-23,209982,593110,132536,9490,935628,,1182784.0,123578.0,13.208027121890323
canterbury east,2023-24,242090,680262,136854,29607,1059206,,1182784.0,123578.0,13.208027121890323
canterbury west,2022-23,488644,1380204,308420,146230,2177268,,2752404.0,287568.0,13.207744751679629
canterbury west,2023-24,563356,1583014,318466,168010,2464836,,2752404.0,287568.0,13.207744751679629
cantley,2022-23,4634,7510,3596,0,15740,,20856.0,2558.0,16.25158831003812
cantley,2023-24,4670,7498,6130,0,18298,,20856.0,2558.0,16.25158831003812
capenhurst,2022-23,67322,84892,18514,0,170728,,200128.0,14700.0,8.61018696405979
capenhurst,2023-24,80212,86380,18836,0,185428,,200128.0,14700.0,8.61018696405979
carbis bay,2022-23,0,226200,568,0,226768,,286980.0,30106.0,13.276123615324915
carbis bay,2023-24,0,255884,990,0,256874,,286980.0,30106.0,13.276123615324915
