station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Caledonian Road and Barnsbury,496416,801116,239988,1537520,0,London,1439,CIR
Calstock,4712,26634,3160,34506,0,South West,3562,CSK
Cam and Dursley,75272,124876,7802,207950,0,South West,3238,CDU
Camberley,115350,202888,22330,340568,0,South East,5682,CAM
Camborne,44248,224200,65262,333710,0,South West,3504,CBN
Cambridge,2654718,6139404,1238966,10033088,712233,East of England,7022,CBG
Cambridge Heath,300440,589360,161258,1051058,0,London,6962,CBH
Cambridge North,446180,695258,127350,1268788,1631,East of England,8001,CMB
Cambuslang,267458,416350,83556,767364,42517,Scotland,9768,CBL
Camden Road,1289394,2367796,633772,4290962,10250,London,1440,CMD
Camelon,73250,70468,9528,153246,0,Scotland,9878,CMO
Canada Water,5149584,9740270,2627368,17517222,6339,London,1659,ZCW
Canary Wharf,4674862,8343782,1768796,14787440,27,London,6560,CWX
Canley,116072,216230,97628,429930,0,West Midlands,1129,CNL
Cannock,118836,173404,22732,314972,0,West Midlands,1016,CAO
Canonbury,852744,1610582,289096,2752422,925702,London,1441,CNN
Canterbury East,242090,680262,136854,1059206,29607,South East,5164,CBE
Canterbury West,563356,1583014,318466,2464836,168010,South East,5007,CBW
Cantley,4670,7498,6130,18298,0,East of England,7292,CNY
Capenhurst,80212,86380,18836,185428,0,North West,2186,CPU
Carbis Bay,0,255884,990,256874,0,South West,3542,CBB
Cardenden,16632,19652,1690,37974,0,Scotland,9112,CDD
Cardiff Bay,408850,37592,100436,546878,0,Wales,3815,CDB
Cardiff Central,6014860,4473338,1010928,11499126,1387752,Wales,3899,CDF
Cardiff Queen Street,1455724,91144,281922,1828790,433274,Wales,3900,CDQ
Cardonald,83022,109478,21702,214202,0,Scotland,9624,CDO
Cardross,30764,59014,57014,146792,0,Scotland,9969,CDR
Carfin,45114,57826,13660,116600,0,Scotland,9877,CRF
Cark and Cartmel,16010,64782,4030,84822,0,North West,1964,CAK
Carlisle,52882,1944646,105760,2103288,346949,North West,2118,CAR
Carlton,20600,19094,3426,43120,0,East Midlands,6201,CTO
Carluke,118982,151518,17412,287912,0,Scotland,9702,CLU
Carmarthen,160866,190920,22710,374496,13344,Wales,4068,CMN
Carmyle,40102,69106,13020,122228,0,Scotland,9769,CML
Carnforth,23900,120380,30318,174598,16518,North West,2640,CNF
Carnoustie,76228,52092,4420,132740,0,Scotland,9028,CAN
Carntyne,141532,194202,26704,362438,0,Scotland,9897,CAY
Carpenders Park,313508,705134,55030,1073672,0,East of England,1442,CPK
Carrbridge,4494,2050,0,6544,0,Scotland,8621,CAG
Carshalton,426464,497962,149384,1073810,0,London,5405,CSH
Carshalton Beeches,288560,328110,71916,688586,0,London,5406,CSB
Carstairs,13186,14788,378,28352,205,Scotland,9704,CRS
Cartsdyke,31368,51956,12288,95612,0,Scotland,9680,CDY
Castle Bar Park,44052,51418,6094,101564,0,London,3098,CBP
Castle Cary,9618,296638,3318,309574,47776,South West,5703,CLC
Castleford,202596,161874,59674,424144,17489,Yorkshire and The Humber,8359,CFD
Castleton (Manchester),35776,77566,18950,132292,0,North West,2919,CAS
Castleton Moor,758,4828,170,5756,0,Yorkshire and The Humber,7914,CSM
Caterham,213368,249656,105048,568072,0,South East,5351,CAT
Catford,306406,275446,163508,745360,175451,London,5077,CTF
Catford Bridge,692980,1156202,507538,2356720,63357,London,5047,CFB
Cathays,621280,87938,113792,823010,0,Wales,3820,CYS
Cathcart,161936,268472,51056,481464,1118,Scotland,9795,CCT
Cattal,12378,52428,9728,74534,0,Yorkshire and The Humber,8232,CTL
Causeland,288,1512,0,1800,0,South West,3568,CAU
Cefn-Y-Bedd,4400,500,176,5076,0,Wales,2425,CYB
Chadwell Heath,1975504,3352582,641976,5970062,0,London,6874,CTH
Chafford Hundred Lakeside,844584,1136588,350802,2331974,0,East of England,7447,CFH
Chalfont and Latimer,334498,478458,12246,825202,0,South East,539,CFO
Chalkwell,556790,382680,285404,1224874,0,East of England,7469,CHW
Chandlers Ford,39770,89264,16770,145804,0,South East,5836,CFR
Chapel-En-Le-Frith,10368,56420,7748,74536,0,East Midlands,2762,CEF
Chapelton (Devon),130,56,0,186,0,South West,5820,CPN
Chapeltown (South Yorkshire),113062,165190,51908,330160,0,Yorkshire and The Humber,6664,CLN
Chappel and Wakes Colne,7778,15738,5246,28762,0,East of England,7051,CWC
Charing (Kent),29616,36846,23054,89516,0,South East,5097,CHG
Charing Cross (Glasgow),552552,793116,159754,1505422,0,Scotland,9911,CHC
Charlbury,58792,199116,17618,275526,0,South East,3004,CBY
Charlton,353664,590630,228456,1172750,28059,London,5144,CTN
Chartham,35038,37330,14534,86902,0,South East,5008,CRT
Chassen Road,18708,4924,10814,34446,0,North West,2947,CSR
Chatelherault,21876,37624,13622,73122,0,Scotland,9707,CTE
Chatham,674462,958058,539992,2172512,1324,South East,5199,CTM
Chathill,912,312,40,1264,0,North East,7792,CHT
Cheadle Hulme,197784,325122,95260,618166,6471,North West,2870,CHU
Cheam,349952,374700,118750,843402,0,London,5352,CHE
Cheddington,25578,34124,8304,68006,0,South East,1372,CED
Chelford (Cheshire),17402,18188,5534,41124,0,North West,2764,CEL
Chelmsford,2520118,2478998,1538976,6538092,29258,East of England,6836,CHM
Chelsfield,295360,144210,109676,549246,0,London,5098,CLD
Cheltenham Spa,429674,1552318,63052,2045044,234752,South West,4731,CNM
Chepstow,109184,83898,17516,210598,0,Wales,3774,CPW
Cherry Tree,7986,18138,7980,34104,0,North West,2573,CYT
Chertsey,180346,171890,256572,608808,0,South East,5553,CHY
Cheshunt,888906,1398272,155726,2442904,291373,East of England,6814,CHN
Chessington North,179404,214282,65658,459344,0,London,5582,CSN
Chessington South,135532,131470,47942,314944,0,London,5554,CSS
Chester,1491176,3026536,209728,4727440,810657,North West,2412,CTR
Chester Road,196284,256976,139834,593094,0,West Midlands,1130,CRD
Chesterfield,257214,1209816,75890,1542920,168473,East Midlands,6615,CHD
Chester-Le-Street,20712,120054,12228,152994,0,North East,7736,CLS
Chestfield and Swalecliffe,21612,38114,34212,93938,0,South East,5200,CSW
Chetnole,780,1448,10,2238,0,South West,5840,CNO
Chichester,662216,1305058,479190,2446464,44044,South East,5255,CCH
Chilham,13468,30694,15562,59724,0,South East,5009,CIL
Chilworth,9870,10898,5076,25844,0,South East,5296,CHL
Chingford,721112,1204490,114130,2039732,0,London,6914,CHI
Chinley,38342,51944,11864,102150,1974,East Midlands,2823,CLY
Chippenham,307330,1144808,125932,1578070,22518,South West,3267,CPM
Chipstead,34302,36134,7728,78164,0,South East,5353,CHP
Chirk,44718,35288,3556,83562,0,Wales,4449,CRK
Chislehurst,414280,455840,88606,958726,0,London,5099,CIT
Chiswick,237410,297832,111086,646328,0,London,5583,CHK
Cholsey,58260,132624,49772,240656,0,South East,3031,CHO
Chorley,118070,434606,69280,621956,0,North West,2745,CRL
Chorleywood,212204,294250,11228,517682,0,East of England,546,CLW
Christchurch,108608,286912,34200,429720,0,South West,5879,CHR
Christs Hospital,37164,75452,26888,139504,0,South East,5319,CHH
Church and Oswaldtwistle,13864,22480,10804,47148,0,North West,2556,CTW
Church Fenton,21434,101006,23304,145744,11259,Yorkshire and The Humber,8233,CHF
Church Stretton,48888,42838,13464,105190,0,West Midlands,4365,CTT
Cilmeri,494,380,0,874,0,Wales,3785,CIM
City Thameslink,3643268,2450422,946224,7039914,285886,London,5121,CTK
Clacton-on-Sea,155088,452336,185206,792630,0,East of England,6850,CLT
Clandon,53768,74768,21760,150296,0,South East,5555,CLA
Clapham (North Yorkshire),1828,7118,230,9176,0,Yorkshire and The Humber,2653,CPY
Clapham High Street,482304,628066,267350,1377720,0,London,5301,CLP
Clapham Junction,7280966,11495038,4082194,22858198,20383396,London,5595,CLJ
Clapton,687498,1221960,286138,2195596,0,London,6926,CPT
Clarbeston Road,3364,3728,464,7556,0,Wales,4069,CLR
Clarkston,150612,232500,25938,409050,0,Scotland,9792,CKS
Claverdon,1632,1290,3414,6336,0,West Midlands,4593,CLV
Claygate,172948,179996,109990,462934,0,South East,5556,CLG
Cleethorpes,21792,228590,2250,252632,0,Yorkshire and The Humber,6274,CLE
Cleland,43898,56252,9806,109956,0,Scotland,9718,CEA
Clifton (Manchester),138,64,0,202,0,North West,2795,CLI
Clifton Down,532762,130960,107830,771552,0,South West,3202,CFN
Clitheroe,44718,160356,63168,268242,0,North West,2574,CLH
Clock House,361586,483172,124766,969524,1912,London,5048,CLK
Clunderwen,8596,10350,2,18948,0,Wales,4070,CUW
Clydebank,89322,135664,65622,290608,0,Scotland,9855,CYK
Coatbridge Central,17582,22156,1776,41514,0,Scotland,9747,CBC
Coatbridge Sunnyside,163886,235562,36422,435870,0,Scotland,9752,CBS
Coatdyke,87826,104316,29700,221842,0,Scotland,9762,COA
Cobham and Stoke D'abernon,173624,216542,63638,453804,0,South East,5557,CSD
Codsall,45770,47556,28898,122224,0,West Midlands,4616,CSL
Cogan,226362,13710,43782,283854,0,Wales,3828,CGN
Colchester,732454,1931480,1055160,3719094,572770,East of England,6861,COL
Colchester Town,126828,334446,182706,643980,0,East of England,6853,CET
Coleshill Parkway,140358,27576,19354,187288,0,West Midlands,9882,CEH
Collingham,105864,5158,7142,118164,0,East Midlands,6349,CLM
Collington,50778,81318,24558,156654,0,South East,5457,CLL
Colne,23568,40368,7550,71486,0,North West,2562,CNE
Colwall,20834,24234,11756,56824,0,West Midlands,4876,CWL
Colwyn Bay,127710,169552,23080,320342,461,Wales,2451,CWB
Combe (Oxon),1192,130,232,1554,0,South East,3005,CME
Commondale,618,1606,0,2224,0,Yorkshire and The Humber,7515,COM
Congleton,41002,249304,8848,299154,0,North West,1227,CNG
Conisbrough,20594,50056,11120,81770,0,Yorkshire and The Humber,6488,CNS
Connel Ferry,3866,2430,16052,22348,0,Scotland,8708,CON
Conon Bridge,10360,1828,916,13104,0,Scotland,6393,CBD
Cononley,44056,82504,44790,171350,0,Yorkshire and The Humber,8470,CEY
Conway Park,193962,285726,167258,646946,0,North West,3624,CNP
Conwy,33978,30712,2774,67464,0,Wales,2486,CNW
Cooden Beach,21862,75218,13150,110230,0,South East,5458,COB
Cookham,70224,87126,31856,189206,0,South East,3019,COO
Cooksbridge,31786,38972,9934,80692,0,South East,5336,CBR
Coombe Junction Halt,18,122,0,140,0,South West,3570,COE
Copplestone,21170,6640,7204,35014,0,South West,5821,COP
Corbridge,10186,53388,3408,66982,0,North East,7504,CRB
Corby,83414,372446,42760,498620,361,East Midlands,1847,COR
Corfe Castle,0,0,0,0,0,South West,7765,CFC
Corkerhill,75482,117972,19518,212972,0,Scotland,9627,CKH
Corkickle,22776,21992,9486,54254,0,North West,2049,CKL
Corpach,2520,1522,0,4042,0,Scotland,8824,CPA
Corrour,11670,6260,0,17930,0,Scotland,8825,CRR
Coryton,49526,2480,16140,68146,0,Wales,3905,COY
Coseley,126880,210882,144876,482638,0,West Midlands,1143,CSY
Cosford,22630,37502,11262,71394,0,West Midlands,4617,COS
Cosham,253948,481052,77488,812488,0,South East,5896,CSA
Cottingham,31412,181502,45578,258492,0,Yorkshire and The Humber,8056,CGM
Cottingley,25722,21466,10106,57294,0,Yorkshire and The Humber,8505,COT
Coulsdon South,693014,778868,262972,1734854,0,London,5408,CDS
Coulsdon Town,32142,50646,10694,93482,0,London,5382,CDN
Coventry,1564350,3961020,946058,6471428,402413,West Midlands,1030,COV
Coventry Arena,44820,60402,3728,108950,0,West Midlands,7416,CAA
Cowden (Kent),14162,18248,8094,40504,0,South East,5409,CWN
Cowdenbeath,52922,61232,4554,118708,0,Scotland,9185,COW
Cradley Heath,162168,273356,191152,626676,0,West Midlands,4639,CRA
Craigendoran,33670,60966,59446,154082,0,Scotland,9970,CGD
Cramlington,62270,55938,11626,129834,0,North East,7579,CRM
Cranbrook (Devon),19896,83286,11392,114574,0,South West,9850,CBK
Craven Arms,35704,37722,13328,86754,1954,West Midlands,3634,CRV
Crawley,423798,652400,210974,1287172,2246,South East,5484,CRW
Crayford,415282,422958,174306,1012546,0,London,5100,CRY
Crediton,108368,37454,16356,162178,0,South West,5754,CDI
Cressing (Essex),15134,15868,14282,45284,0,East of England,6837,CES
Cressington,91738,309788,143074,544600,0,North West,2225,CSG
Creswell,21078,15384,4070,40532,0,East Midlands,1874,CWD
Crewe,630552,2361140,151624,3143316,1325905,North West,1243,CRE
Crewkerne,15724,117072,27246,160042,0,South West,5832,CKN
Crews Hill,35882,64844,11830,112556,0,London,6007,CWH
Crianlarich,8958,7150,0,16108,3801,Scotland,8826,CNR
Criccieth,17010,8264,392,25666,0,Wales,4312,CCC
Cricklewood,275366,449754,146630,871750,0,London,1519,CRI
Croftfoot,64016,128530,33882,226428,0,Scotland,9778,CFF
Crofton Park,280570,288084,76810,645464,0,London,5078,CFT
Cromer,63090,166688,15880,245658,0,East of England,7295,CMR
Cromford,14888,23700,2164,40752,0,East Midlands,1822,CMF
Crookston,74698,98812,18304,191814,0,Scotland,9628,CKT
Cross Gates,182576,169280,68586,420442,0,Yorkshire and The Humber,8473,CRG
Crossflatts,109704,142074,144770,396548,0,Yorkshire and The Humber,8554,CFL
Crosshill,81058,145000,36738,262796,0,Scotland,9814,COI
Crosskeys,50304,2362,10674,63340,0,Wales,9902,CKY
Crossmyloof,289424,407748,49172,746344,0,Scotland,9796,CMY
Croston,13298,29358,3308,45964,0,North West,2313,CSO
Crouch Hill,251952,435578,170404,857934,0,London,7406,CRH
Crowborough,75278,79996,78798,234072,0,South East,5325,COH
Crowhurst,7406,17758,13412,38576,0,South East,5233,CWU
Crowle,4480,6718,2560,13758,0,Yorkshire and The Humber,6524,CWE
Crowthorne,69024,118074,27826,214924,0,South East,5628,CRN
Croy,495912,684914,125456,1306282,0,Scotland,9943,CRO
Crystal Palace,886754,1456028,403052,2745834,130166,London,5356,CYP
Cuddington,22592,42256,13774,78622,0,North West,2305,CUD
Cuffley,259996,305520,50292,615808,0,East of England,6008,CUF
Culham,28636,20762,22834,72232,0,South East,3107,CUM
Culrain,240,60,0,300,0,Scotland,8625,CUA
Cumbernauld,83200,92682,14490,190372,5246,Scotland,9721,CUB
Cupar,66800,102848,3464,173112,0,Scotland,9121,CUP
Curriehill,63724,41276,4626,109626,0,Scotland,9218,CUH
Custom House,2483622,5425490,1328964,9238076,0,London,6561,CUS
Cuxton,25492,18414,12064,55970,0,South East,5201,CUX
Cwmbach,27382,1476,5238,34096,0,Wales,3981,CMH
Cwmbran,223904,100492,61070,385466,0,Wales,3738,CWM
Cynghordy,584,428,0,1012,0,Wales,4147,CYN
Dagenham Dock,168726,172150,59992,400868,0,London,7440,DDK
Daisy Hill,54666,97098,36108,187872,0,North West,2777,DSY
Dalgety Bay,91386,93862,11940,197188,0,Scotland,9135,DAG
Dalmally,2880,1712,10706,15298,0,Scotland,8711,DAL
Dalmarnock,139752,231622,32670,404044,0,Scotland,9790,DAK
Dalmeny,182268,222110,36696,441074,0,Scotland,9415,DAM
Dalmuir,248410,360662,122252,731324,18431,Scotland,9992,DMR
Dalreoch,62762,94506,34682,191950,0,Scotland,9864,DLR
Dalry,54428,91032,16224,161684,0,Scotland,9483,DLY
Dalston (Cumbria),6122,20692,12806,39620,0,North West,2077,DLS
Dalston Junction,1560558,3606856,620364,5787778,28622,London,1443,DLJ
Dalston Kingsland,1263080,3113124,757518,5133722,0,London,1429,DLK
Dalton (Cumbria),13366,49526,12014,74906,0,North West,1957,DLT
Dalwhinnie,2188,1152,0,3340,0,Scotland,8628,DLW
Danby,482,5800,1132,7414,0,Yorkshire and The Humber,7915,DNY
Danescourt,42928,2398,7166,52492,0,Wales,3797,DCT
Danzey,2214,2228,112,4554,0,West Midlands,4519,DZY
Darlington,192314,2040606,116986,2349906,486363,North East,7877,DAR
Darnall,6910,10732,2260,19902,0,Yorkshire and The Humber,6729,DAN
Darsham,10682,47934,2220,60836,0,East of England,7211,DSM
Dartford,1587208,2416046,494586,4497840,311821,South East,5101,DFD
Darton,47834,37246,24654,109734,0,Yorkshire and The Humber,8420,DRT
Darwen,59946,197682,44080,301708,0,North West,2576,DWN
Datchet,65562,109486,24712,199760,0,South East,5668,DAT
Davenport,75542,133466,53864,262872,0,North West,2770,DVN
Dawlish,93306,365454,76096,534856,0,South West,3408,DWL
Dawlish Warren,51938,182510,8410,242858,0,South West,3409,DWW
Deal,80502,309976,102812,493290,0,South East,5011,DEA
Dean (Wilts),5118,20874,4012,30004,0,South West,5942,DEN
Deansgate,208730,767766,82732,1059228,0,North West,2963,DGT
Deganwy,10806,6420,2292,19518,0,Wales,2480,DGY
Deighton,16948,27004,12696,56648,0,Yorkshire and The Humber,8441,DHN
Delamere,14036,35424,4856,54316,0,North West,2306,DLM
Denby Dale,20820,60070,13544,94434,0,Yorkshire and The Humber,8432,DBD
Denham,74778,63168,46076,184022,0,South East,3052,DNM
Denham Golf Club,11328,11860,4168,27356,0,South East,3060,DGC
Denmark Hill,2235562,2506206,1071830,5813598,504308,London,5421,DMK
Dent,1022,8130,0,9152,0,North West,2103,DNT
Denton,30,24,0,54,0,North West,2855,DTN
Deptford,392484,684728,335318,1412530,0,London,5145,DEP
Derby,693172,2636644,166250,3496066,516391,East Midlands,1823,DBY
Derby Road (Ipswich),25552,48788,7646,81986,0,East of England,7212,DBR
Devonport,15972,16692,14550,47214,0,South West,3579,DPT
Dewsbury,364840,458000,179314,1002154,0,Yorkshire and The Humber,8326,DEW
Didcot Parkway,452610,1609910,483246,2545766,544785,South East,3030,DID
Digby and Sowton,277492,63936,462774,804202,0,South West,5753,DIG
Dilton Marsh,7928,7108,4264,19300,0,South West,5502,DMH
Dinas (Rhondda),9240,388,2388,12016,0,Wales,3901,DMG
Dinas Powys,70272,7240,8782,86294,0,Wales,3830,DNS
Dingle Road,110166,9724,21822,141712,0,Wales,3861,DGL
Dingwall,46402,13438,4136,63976,387,Scotland,8632,DIN
Dinsdale,19396,44628,16946,80970,0,North East,7897,DND
Dinting,40984,25744,21436,88164,0,East Midlands,2893,DTG
Disley,31598,84828,23564,139990,0,North West,2765,DSL
Diss,130826,416626,67666,615118,0,East of England,7348,DIS
Dockyard (Devonport),5960,5328,3136,14424,0,South West,3588,DOC
Dodworth,11034,25928,5724,42686,0,Yorkshire and The Humber,6781,DOD
Dolau,366,462,0,828,0,Wales,4188,DOL
Doleham,156,84,798,1038,0,South East,5036,DLH
Dolgarrog,1358,702,0,2060,0,Wales,2538,DLG
Dolwyddelan,3114,2364,40,5518,0,Wales,2452,DWD
Doncaster,489056,3117806,309090,3915952,1508680,Yorkshire and The Humber,6417,DON
Dorchester South,85732,336912,9534,432178,453,South West,5961,DCH
Dorchester West,17800,69952,1980,89732,37,South West,5962,DCW
Dore and Totley,64856,125134,10698,200688,0,Yorkshire and The Humber,6690,DOR
Dorking (Deepdene),127704,267432,68402,463538,200697,South East,5412,DPD
Dorking (Main),210632,441096,112820,764548,79175,South East,5357,DKG
Dorking West,10134,21220,5428,36782,115,South East,5297,DKT
Dormans,36698,35854,41380,113932,0,South East,5413,DMS
Dorridge,156302,339462,172274,668038,0,West Midlands,4525,DDG
Dove Holes,1198,6894,584,8676,0,East Midlands,2766,DVH
Dover Priory,222234,594200,150524,966958,84766,South East,5033,DVP
Dovercourt,33300,64530,50898,148728,0,East of England,6901,DVC
Dovey Junction,10318,4282,10,14610,7847,Wales,4436,DVY
Downham Market,115058,213998,70544,399600,0,East of England,7055,DOW
Drayton Green,8580,9662,1956,20198,0,London,3099,DRG
Drayton Park,261806,318792,61746,642344,0,London,6000,DYP
Drem,54828,40208,4430,99466,0,Scotland,9317,DRM
Driffield,26650,184484,33338,244472,0,Yorkshire and The Humber,8057,DRF
Drigg,1332,3894,222,5448,0,North West,1994,DRI
Droitwich Spa,233634,126274,103674,463582,48167,West Midlands,4878,DTW
Dronfield,64802,108446,15686,188934,0,East Midlands,6616,DRO
Drumchapel,106700,177654,16100,300454,0,Scotland,9994,DMC
Drumfrochar,21780,36596,7186,65562,0,Scotland,9967,DFR
Drumgelloch,107120,133836,33288,274244,0,Scotland,9757,DRU
Drumry,66150,118010,15564,199724,0,Scotland,9993,DMY
Duddeston,186448,114386,80832,381666,0,West Midlands,1040,DUD
Dudley Port,109446,165620,82694,357760,0,West Midlands,1212,DDP
Duffield,27506,23670,5130,56306,0,East Midlands,1691,DFI
Duirinish,676,136,0,812,0,Scotland,8681,DRN
Duke Street,67756,106000,11156,184912,0,Scotland,9906,DST
Dullingham,12956,6640,9378,28974,0,East of England,7027,DUL
Dumbarton Central,142270,248076,71114,461460,57956,Scotland,9866,DBC
Dumbarton East,103508,173694,24654,301856,0,Scotland,9868,DBE
Dumbreck,64164,85446,10778,160388,0,Scotland,9622,DUM
Dumfries,58212,300016,2052,360280,797,Scotland,9490,DMF
Dumpton Park,11856,13602,6516,31974,0,South East,5034,DMP
Dunbar,36598,344604,17566,398768,0,Scotland,9397,DUN
Dunblane,170052,273346,19218,462616,0,Scotland,8713,DBL
Duncraig,402,46,0,448,0,Scotland,8682,DCG
Dundee,634232,1051408,43676,1729316,76954,Scotland,9039,DEE
Dunfermline City,216362,238196,20542,475100,0,Scotland,9186,DFE
Dunfermline Queen Margaret,81498,96498,5516,183512,0,Scotland,9187,DFL
Dunkeld and Birnam,23156,28084,50,51290,0,Scotland,8763,DKD
Dunlop,23132,38704,4408,66244,0,Scotland,9492,DNL
Dunrobin Castle,1460,480,0,1940,0,Scotland,8642,DNO
Dunston,7108,34222,5432,46762,0,North East,7744,DOT
Dunton Green,55146,102214,41702,199062,0,South East,5102,DNG
Durham,9674,2487824,106578,2604076,1179,North East,7745,DHM
Durrington-On-Sea,114414,231836,90648,436898,0,South East,5282,DUR
Dyce,163402,114688,23788,301878,0,Scotland,8905,DYC
Dyffryn Ardudwy,12080,4950,1698,18728,0,Wales,4455,DYF
Eaglescliffe,22730,175722,15942,214394,0,North East,7916,EAG
Ealing Broadway,3888344,7746964,2064346,13699654,161852,London,3190,EAL
Earlestown,92350,171286,37886,301522,29277,North West,2292,ERL
Earley,118594,203576,60438,382608,0,South East,5694,EAR
Earlsfield,1809146,2346468,982554,5138168,0,London,5584,EAD
Earlswood (Surrey),119990,123088,59848,302926,0,South East,5414,ELD
Earlswood (West Midlands),5670,16682,5492,27844,0,West Midlands,4520,EWD
East Croydon,6262520,10166466,3176352,19605338,3338568,London,5355,ECR
East Didsbury,60338,174898,25074,260310,0,North West,2949,EDY
East Dulwich,446112,539378,191750,1177240,0,London,5358,EDW
East Farleigh,12444,14860,7098,34402,0,South East,5234,EFL
East Garforth,55106,81464,28322,164892,0,Yorkshire and The Humber,8472,EGF
East Grinstead,309308,432596,277244,1019148,0,South East,5486,EGR
East Kilbride,252212,416742,87982,756936,0,Scotland,9793,EKL
East Linton,6858,13806,960,21624,0,Scotland,365,ELT
East Malling,25086,34212,18542,77840,0,South East,5134,EML
East Midlands Parkway,58882,254694,13210,326786,13786,East Midlands,1901,EMD
East Tilbury,142022,116924,70130,329076,0,East of England,7471,ETL
East Worthing,76936,132852,176196,385984,0,South East,5283,EWR
Eastbourne,419776,2101884,959812,3481472,18408,South East,5448,EBN
Eastbrook,103150,5918,23186,132254,0,Wales,3795,EBK
Easterhouse,119004,147292,25828,292124,0,Scotland,9894,EST
Eastham Rake,137674,178266,71798,387738,0,North West,2128,ERA
Eastleigh,281062,651390,214274,1146726,95269,South East,5899,ESL
Eastrington,0,4784,0,4784,0,Yorkshire and The Humber,8114,EGN
Ebbsfleet International,546982,896180,271812,1714974,79598,South East,5566,EBD
Ebbw Vale Parkway,22900,2868,2766,28534,0,Wales,9915,EBV
Ebbw Vale Town,144626,15816,28890,189332,0,Wales,3628,EBB
Eccles (Manchester),75372,135450,27086,237908,0,North West,2950,ECC
Eccles Road,434,162,972,1568,0,East of England,7370,ECS
Eccleston Park,25856,28520,12898,67274,0,North West,2227,ECL
Edale,33014,111536,1280,145830,0,East Midlands,2824,EDL
Eden Park,216998,260014,43590,520602,0,London,5056,EDN
Edenbridge (Kent),35266,62180,62312,159758,39966,South East,5473,EBR
Edenbridge Town,64566,113838,114078,292482,8795,South East,5359,EBT
Edge Hill,68956,77440,33296,179692,6089,North West,2169,EDG
Edinburgh,5600084,15183496,524336,21307916,1466317,Scotland,9328,EDB
Edinburgh Gateway,131604,78728,15042,225374,11765,Scotland,6545,EGY
Edinburgh Park,283910,216116,22328,522354,0,Scotland,9395,EDP
Edmonton Green,1064366,1936214,555970,3556550,21286,London,6941,EDR
Effingham Junction,83744,98250,29234,211228,12918,South East,5642,EFF
Eggesford,11942,19712,12946,44600,0,South West,5822,EGG
Egham,575768,918512,187764,1682044,0,South East,5669,EGH
Egton,432,5214,4908,10554,0,Yorkshire and The Humber,7918,EGT
Elephant and Castle,673000,802208,404776,1879984,352263,London,5246,EPH
Elgin,115094,163258,5788,284140,0,Scotland,8977,ELG
Ellesmere Port,145820,266898,53238,465956,204,North West,2121,ELP
Elmers End,284470,336492,117966,738928,0,London,5049,ELE
Elmstead Woods,370100,362522,135376,867998,0,London,5135,ESD
Elmswell,49136,45826,14972,109934,0,East of England,7349,ESW
Elsecar,54070,88000,39060,181130,0,Yorkshire and The Humber,6667,ELR
Elsenham (Essex),67912,65592,74312,207816,0,East of England,6832,ESM
Elstree and Borehamwood,1017108,1211378,415356,2643842,0,East of England,1542,ELS
Eltham,607612,763706,251084,1622402,0,London,5103,ELW
Elton and Orston,178,34,0,212,0,East Midlands,6238,ELO
Ely,531468,1186198,334616,2052282,399366,East of England,7068,ELY
Emerson Park,149080,128098,27582,304760,0,London,7473,EMP
Emsworth,100388,158004,59288,317680,4266,South East,5257,EMS
Energlyn and Churchill Park,54574,1942,22506,79022,0,Wales,375,ECP
Enfield Chase,377152,528712,110028,1015892,3117,London,6010,ENC
Enfield Lock,477664,770988,107480,1356132,0,London,6815,ENL
Enfield Town,814858,1283002,233342,2331202,1243,London,6959,ENF
Entwistle,2066,14340,1706,18112,0,North West,2747,ENT
Epsom (Surrey),1221718,1551228,362120,3135066,115837,South East,5360,EPS
Epsom Downs,51498,50824,17840,120162,0,South East,5361,EPD
Erdington,139148,195080,121082,455310,0,West Midlands,1041,ERD
Eridge,31652,26810,14662,73124,0,South East,5459,ERI
Erith,284138,368074,136816,789028,0,London,5104,ERH
Esher,288794,344142,175924,808860,0,South East,5558,ESH
Eskbank,129094,139814,5732,274640,0,Scotland,3776,EKB
Essex Road,235992,285438,75298,596728,0,London,6004,EXR
Etchingham,42540,97834,47044,187418,0,South East,5217,ETC
Euxton Balshaw Lane,18126,45430,2574,66130,0,North West,2080,EBA
Evesham,54230,178746,25394,258370,395,West Midlands,4740,EVE
Ewell East,202182,194714,55186,452082,0,South East,5415,EWE
Ewell West,380732,432162,107730,920624,0,South East,5586,EWW
Exeter Central,831186,1516022,436122,2783330,273621,South West,5755,EXC
Exeter St David's,424754,2153782,143060,2721596,1351808,South West,3410,EXD
Exeter St Thomas,74164,119884,102764,296812,0,South West,3414,EXT
Exhibition Centre (Glasgow),512956,948902,178074,1639932,0,Scotland,9914,EXG
Exmouth,220672,633874,62422,916968,0,South West,5756,EXM
Exton,16556,6948,2368,25872,0,South West,5760,EXN
Eynsford,46002,61690,35594,143286,0,South East,5065,EYN
Fairbourne,19928,8892,3042,31862,0,Wales,4416,FRB
Fairfield,10770,5296,5662,21728,0,North West,2780,FRF
Fairlie,12380,22306,1478,36164,0,Scotland,9452,FRL
Fairwater,46580,2158,15804,64542,0,Wales,3873,FRW
Falconwood,323448,366290,112916,802654,0,London,5137,FCN
Falkirk Grahamston,235210,308334,36384,579928,108412,Scotland,9930,FKG
Falkirk High,297234,389640,45978,732852,3227,Scotland,9931,FKK
