station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Falls Of Cruachan,1216,262,0,1478,0,Scotland,8726,FOC
Falmer,371222,729854,109732,1210808,0,South East,5337,FMR
Falmouth Docks,17384,103380,15980,136744,0,South West,3508,FAL
Falmouth Town,44390,182632,20416,247438,0,South West,3591,FMT
Fareham,394260,934878,179188,1508326,134508,South East,5900,FRM
Farnborough (Main),694382,982112,387310,2063804,6069,South East,5521,FNB
Farnborough North,150134,212344,83740,446218,1368,South East,5688,FNN
Farncombe,184806,202482,99476,486764,0,South East,5643,FNC
Farnham,522520,652652,201430,1376602,24565,South East,5545,FNH
Farningham Road,45612,48618,34066,128296,0,South East,5105,FNR
Farnworth,20046,24484,8470,53000,0,North West,2811,FNW
Farringdon,17482608,23610272,4956982,46049862,9606675,London,577,ZFD
Fauldhouse,19924,20222,1870,42016,0,Scotland,9245,FLD
Faversham,312450,570818,444560,1327828,205395,South East,5167,FAV
Faygate,4368,1430,1958,7756,0,South East,5493,FGT
Fazakerley,167276,449964,282852,900092,0,North West,2126,FAZ
Fearn,3160,504,398,4062,0,Scotland,8637,FRN
Featherstone,36740,35796,8966,81502,0,Yorkshire and The Humber,8544,FEA
Felixstowe,56328,163922,17940,238190,0,East of England,7214,FLX
Feltham,1147256,1532004,570028,3249288,0,London,5559,FEL
Feniton,9270,36608,7958,53836,0,South West,5808,FNT
Fenny Stratford,2486,2014,1920,6420,0,South East,1377,FEN
Fernhill,14894,788,1300,16982,0,Wales,3862,FER
Ferriby,5798,37374,4176,47348,0,Yorkshire and The Humber,8061,FRY
Ferryside,7256,5340,1244,13840,0,Wales,4074,FYS
Ffairfach,2202,1370,24,3596,0,Wales,4066,FFA
Filey,15954,132328,4176,152458,0,Yorkshire and The Humber,8062,FIL
Filton Abbey Wood,321354,280884,28200,630438,0,South West,3235,FIT
Finchley Road and Frognal,547494,886362,349596,1783452,0,London,1445,FNY
Finsbury Park,3318594,4912938,1132066,9363598,2134408,London,6119,FPK
Finstock,662,146,304,1112,0,South East,3012,FIN
Fishbourne (Sussex),22552,23552,11614,57718,0,South East,5261,FSB
Fishersgate,31442,46792,13788,92022,0,South East,5284,FSG
Fishguard and Goodwick,3504,13090,0,16594,0,Wales,6680,FGW
Fishguard Harbour,1206,7182,0,8388,3,Wales,4076,FGH
Fiskerton,13498,7906,1238,22642,0,East Midlands,6351,FSK
Fitzwilliam,117984,83310,41776,243070,810,Yorkshire and The Humber,8583,FZW
Five Ways,517548,516896,350146,1384590,0,West Midlands,4503,FWY
Fleet,421188,604182,251638,1277008,605,South East,5522,FLE
Flimby,2904,7906,1648,12458,0,North West,2026,FLM
Flint,148870,129778,20556,299204,0,Wales,2513,FLN
Flitwick,327272,617994,261928,1207194,0,East of England,1532,FLT
Flixton,52688,32638,16820,102146,0,North West,2935,FLI
Flowery Field,68760,52322,42998,164080,0,North West,2786,FLF
Folkestone Central,163112,553742,185712,902566,17044,South East,5035,FKC
Folkestone West,122650,416374,139642,678666,2580,South East,5027,FKW
Ford,36318,53476,16092,105886,101721,South East,5258,FOD
Forest Gate,2032932,4059106,1085450,7177488,0,London,6876,FOG
Forest Hill,1378012,2340862,512150,4231024,0,London,5362,FOH
Formby,294018,669930,205646,1169594,0,North West,2354,FBY
Forres,49738,77482,2426,129646,0,Scotland,8638,FOR
Forsinard,906,470,0,1376,0,Scotland,8639,FRS
Fort Matilda,36148,58934,7126,102208,0,Scotland,9675,FTM
Fort William,63046,129032,0,192078,323,Scotland,8827,FTW
Four Oaks,170732,254270,181130,606132,0,West Midlands,1042,FOK
Foxfield,2648,9266,1666,13580,0,North West,2046,FOX
Foxton,35664,40618,17842,94124,0,East of England,7029,FXN
Frant,27058,46122,29420,102600,0,South East,5218,FRT
Fratton,493092,1316624,145686,1955402,148616,South East,5509,FTN
Freshfield,115390,326390,84348,526128,0,North West,2355,FRE
Freshford,21064,21402,5950,48416,0,South West,3344,FFD
Frimley,76490,85752,21198,183440,0,South East,5683,FML
Frinton-on-Sea,33664,107142,37700,178506,0,East of England,6854,FRI
Frizinghall,96310,109436,197376,403122,0,Yorkshire and The Humber,8556,FZH
Frodsham,127100,73504,10336,210940,0,North West,2284,FRD
Frome,95738,150556,8404,254698,1899,South West,5707,FRO
Fulwell,176778,170106,53718,400602,0,London,5587,FLW
Furness Vale,5134,15764,1852,22750,0,East Midlands,2952,FNV
Furze Platt,52436,61750,38798,152984,0,South East,3144,FZP
Gainsborough Central,698,918,60,1676,48,East Midlands,6465,GNB
Gainsborough Lea Road,47202,127952,9446,184600,279,East Midlands,6424,GBL
Galashiels,138160,173790,8456,320406,0,Scotland,9329,GAL
Garelochhead,7952,4848,392,13192,0,Scotland,9971,GCH
Garforth,169422,263808,54910,488140,0,Yorkshire and The Humber,8474,GRF
Gargrave,7276,26622,1284,35182,0,Yorkshire and The Humber,2654,GGV
Garrowhill,118004,186242,45456,349702,0,Scotland,9904,GAR
Garscadden,62084,115572,15382,193038,0,Scotland,9979,GRS
Garsdale,2436,12632,44,15112,0,North West,2104,GSD
Garston (Hertfordshire),15886,19410,9734,45030,0,East of England,1559,GSN
Garswood,27414,72640,31742,131796,0,North West,2335,GSW
Gartcosh,72476,86796,14058,173330,0,Scotland,9723,GRH
Garth (Bridgend County),15674,758,1708,18140,0,Wales,3961,GMG
Garth (Powys),272,566,0,838,0,Wales,4148,GTH
Garve,1476,2242,546,4264,0,Scotland,8640,GVE
Gathurst,32426,24978,16114,73518,0,North West,2397,GST
Gatley,89270,177122,39776,306168,0,North West,2953,GTY
Gatwick Airport,8826426,10255282,407948,19489656,987254,South East,5416,GTW
Georgemas Junction,1022,566,0,1588,0,Scotland,8641,GGJ
Gerrards Cross,403034,417984,137982,959000,26817,South East,3051,GER
Gidea Park,1448210,1946152,215568,3609930,0,London,6877,GDP
Giffnock,107496,185000,21556,314052,0,Scotland,9794,GFN
Giggleswick,3212,9934,932,14078,0,Yorkshire and The Humber,2655,GIG
Gilberdyke,8020,48864,8234,65118,1176,Yorkshire and The Humber,8117,GBD
Gilfach Fargoed,2524,256,1316,4096,0,Wales,4022,GFF
Gillingham (Dorset),52570,221770,27522,301862,0,South West,5796,GIL
Gillingham (Kent),707028,1039810,595564,2342402,113669,South East,5169,GLM
Gilshochill,25308,45554,6082,76944,0,Scotland,9956,GSC
Gipsy Hill,498912,591908,234834,1325654,0,London,5363,GIP
Girvan,17222,38472,1120,56814,0,Scotland,9501,GIR
Glaisdale,392,4114,14672,19178,0,Yorkshire and The Humber,7921,GLS
Glan Conwy,2858,1906,0,4764,0,Wales,2454,GCW
Glasgow Central,7770830,14891796,2301620,24964246,3238765,Scotland,9813,GLC
Glasgow Queen Street,4653390,9018720,831202,14503312,1785671,Scotland,9950,GLQ
Glasshoughton,65986,38328,10906,115220,0,Yorkshire and The Humber,8360,GLH
Glazebrook,10278,9808,3886,23972,0,North West,2301,GLZ
Gleneagles,30954,63888,746,95588,0,Scotland,8715,GLE
Glenfinnan,9176,10588,0,19764,0,Scotland,8828,GLF
Glengarnock,92140,150702,39532,282374,0,Scotland,9503,GLG
Glenrothes with Thornton,21752,27508,1420,50680,0,Scotland,9301,GLT
Glossop,238904,246354,184268,669526,0,East Midlands,2895,GLO
Gloucester,444410,1071348,60892,1576650,122591,South West,4760,GCR
Glynde,18450,35146,8766,62362,0,South East,5338,GLY
Gobowen,113466,90528,14028,218022,0,West Midlands,4457,GOB
Godalming,670144,484112,248702,1402958,0,South East,5629,GOD
Godley,30062,29284,11978,71324,0,North West,2948,GDL
Godstone,18240,29130,15394,62764,0,South East,5474,GDN
Goldthorpe,27180,18136,16930,62246,0,Yorkshire and The Humber,8284,GOE
Golf Street,820,176,20,1016,0,Scotland,9096,GOF
Golspie,4062,1258,0,5320,0,Scotland,8643,GOL
Gomshall,15048,30116,4878,50042,0,South East,5298,GOM
Goodmayes,1797336,3086700,909818,5793854,0,London,6878,GMY
Goole,54518,197454,25774,277746,2422,Yorkshire and The Humber,8025,GOO
Goostrey,15182,18556,2246,35984,0,North West,1220,GTR
Gordon Hill,414098,505112,116412,1035622,0,London,6028,GDH
Gorebridge,59072,61612,2284,122968,0,Scotland,6391,GBG
Goring and Streatley,78824,203348,40278,322450,0,South East,3033,GOR
Goring-By-Sea,116270,214658,148664,479592,0,South East,5272,GBS
Gorton,25232,19314,15218,59764,0,North West,2962,GTO
Gospel Oak,782840,1475512,305292,2563644,1851700,London,1409,GPO
Gourock,135070,214578,24192,373840,0,Scotland,9635,GRK
Gowerton,66746,53328,21468,141542,0,Wales,4131,GWN
Goxhill,2972,6934,454,10360,0,Yorkshire and The Humber,6206,GOX
Grange Park,175788,210146,25544,411478,0,London,6029,GPK
Grange-Over-Sands,17350,111906,11818,141074,0,North West,1965,GOS
Grangetown (Cardiff),210202,9068,32688,251958,14630,Wales,3839,GTN
Grantham,64040,1077258,136946,1278244,265139,East Midlands,6469,GRA
Grateley,39288,123948,51418,214654,0,South East,5514,GRT
Gravelly Hill,124274,135674,124308,384256,0,West Midlands,1132,GVH
Gravesend,844146,1164490,562596,2571232,257471,South East,5172,GRV
Grays,1277422,1587592,630332,3495346,108778,East of England,7443,GRY
Great Ayton,1476,10838,46,12360,0,Yorkshire and The Humber,7922,GTA
Great Bentley,24654,35810,25320,85784,0,East of England,6855,GRB
Great Chesterford,27964,39546,31268,98778,0,East of England,7032,GRC
Great Coates,2888,2452,10,5350,0,Yorkshire and The Humber,6275,GCT
Great Malvern,132324,169676,98852,400852,269,West Midlands,4892,GMV
Great Missenden,175044,131064,63000,369108,0,South East,1463,GMN
Great Yarmouth,60902,334500,7256,402658,164,East of England,7328,GYM
Green Lane,136222,128170,73998,338390,0,North West,2218,GNL
Green Road,1758,4296,996,7050,0,North West,1996,GNR
Greenbank,51798,84616,74990,211404,0,North West,2325,GBK
Greenfaulds,45900,58060,8930,112890,0,Scotland,9725,GRL
Greenfield,112000,101694,41550,255244,0,North West,2900,GNF
Greenford,50618,61456,10522,122596,0,London,3136,GFD
Greenhithe for Bluewater,274728,251584,231838,758150,0,South East,5138,GNH
Greenock Central,77664,154536,27818,260018,68,Scotland,9681,GKC
Greenock West,104096,167622,41242,312960,0,Scotland,9682,GKW
Greenwich,665074,1103674,371208,2139956,0,London,5146,GNW
Gretna Green,13774,37560,0,51334,0,Scotland,9610,GEA
Grimsby Docks,1090,1528,874,3492,0,Yorkshire and The Humber,6276,GMD
Grimsby Town,45720,331982,8110,385812,15994,Yorkshire and The Humber,6280,GMB
Grindleford,20128,85628,4626,110382,0,East Midlands,2825,GRN
Grosmont,790,8960,2624,12374,0,Yorkshire and The Humber,8155,GMT
Grove Park,696526,977472,464350,2138348,327810,London,5139,GRP
Guide Bridge,111072,72716,61488,245276,4775,North West,2955,GUI
Guildford,1859668,3263244,760822,5883734,771294,South East,5631,GLD
Guiseley,380598,300576,240130,921304,0,Yorkshire and The Humber,8567,GSY
Gunnersbury,794954,888296,333370,2016620,0,London,5588,GUN
Gunnislake,5552,37770,9862,53184,0,South West,3563,GSL
Gunton,8560,19460,2064,30084,0,East of England,7299,GNT
Gwersyllt,13634,1546,2688,17868,0,Wales,4300,GWE
Gypsy Lane,9150,27518,1730,38398,0,North East,7930,GYP
Habrough,10270,31552,4656,46478,465,Yorkshire and The Humber,6281,HAB
Hackbridge,316528,356086,171924,844538,0,London,5364,HCB
Hackney Central,1406406,3094912,651834,5153152,2109035,London,6977,HKC
Hackney Downs,937886,1783736,335984,3057606,2273368,London,6867,HAC
Hackney Wick,1193146,2586610,400696,4180452,5371,London,6978,HKW
Haddenham and Thame Parkway,326702,284112,173622,784436,0,South East,3053,HDM
Haddiscoe,4460,7010,594,12064,0,East of England,7300,HAD
Hadfield,85896,92318,66498,244712,0,East Midlands,2896,HDF
Hadley Wood,129492,170816,24368,324676,0,London,6075,HDW
Hag Fold,18808,31062,12716,62586,0,North West,2585,HGF
Haggerston,1179830,2158754,341104,3679688,0,London,1022,HGG
Hagley,59518,53514,327402,440434,0,West Midlands,4577,HAG
Hairmyres,214340,258732,45542,518614,0,Scotland,9810,HMY
Hale (Manchester),33854,52856,27396,114106,0,North West,2845,HAL
Halesworth,26704,71996,8944,107644,0,East of England,7266,HAS
Halewood,16758,31652,10704,59114,0,North West,2295,HED
Halifax,542388,916226,162356,1620970,54635,Yorkshire and The Humber,8411,HFX
Hall Green,92602,114250,94974,301826,0,West Midlands,4521,HLG
Hall Road,41634,280696,42512,364842,0,North West,2229,HLR
Halling,24900,28992,32812,86704,0,South East,5173,HAI
Hall-I'-Th'-Wood,44674,83112,42040,169826,0,North West,2572,HID
Haltwhistle,15346,62018,5098,82462,0,North East,7568,HWH
Ham Street,12770,39268,25738,77776,0,South East,5037,HMT
Hamble,23612,34370,18442,76424,0,South East,5947,HME
Hamilton Central,218144,350202,80374,648720,5076,Scotland,9726,HNC
Hamilton West,238338,334418,57990,630746,0,Scotland,9727,HNW
Hammerton,7572,29456,5294,42322,0,Yorkshire and The Humber,8241,HMM
Hampden Park (Sussex),186938,376986,202778,766702,166631,South East,5450,HMD
Hampstead Heath,1001122,1882066,441454,3324642,0,London,1413,HDH
Hampton (London),376158,394432,113088,883678,0,London,5560,HMP
Hampton Court,491572,704370,127158,1323100,0,South East,5561,HMC
Hampton Wick,289776,400550,77370,767696,0,London,5589,HMW
Hampton-In-Arden,47630,85514,42796,175940,0,West Midlands,1033,HIA
Hamstead (Birmingham),72588,90424,50550,213562,0,West Midlands,1145,HSD
Hamworthy,40838,79144,6918,126900,0,South West,5940,HAM
Hanborough,90550,159116,36736,286402,0,South East,3007,HND
Handforth,119684,171242,70768,361694,0,North West,2767,HTH
Hanwell,504008,824080,139618,1467706,0,London,3191,HAN
Hapton,4796,6416,1656,12868,0,North West,2557,HPN
Harlech,26756,8182,80048,114986,0,Wales,4458,HRL
Harlesden,381658,773576,253620,1408854,0,London,1521,HDN
Harling Road,1856,386,1122,3364,0,East of England,7374,HRD
Harlington (Bedfordshire),83354,160228,52630,296212,0,East of England,1533,HLN
Harlow Mill,115260,80162,45344,240766,0,East of England,6804,HWM
Harlow Town,712136,797502,308728,1818366,0,East of England,6827,HWN
Harold Wood,1543978,2254870,425096,4223944,0,London,6879,HRO
Harpenden,864354,1397448,382428,2644230,4340,East of England,1543,HPD
Harrietsham,27024,30650,32886,90560,0,South East,5140,HRM
Harringay,346958,554658,132548,1034164,0,London,6012,HGY
Harringay Green Lanes,349264,670078,326018,1345360,0,London,7401,HRY
Harrington,8438,16120,3296,27854,0,North West,2027,HRR
Harrogate,278474,1233880,104952,1617306,1437,Yorkshire and The Humber,8213,HGT
Harrow and Wealdstone,940676,1991708,456880,3389264,399337,London,1397,HRW
Harrow-On-The-Hill,1266780,1802090,121810,3190680,0,London,598,HOH
Hartford (Cheshire),68660,120762,9146,198568,0,North West,2230,HTF
Hartlebury,20346,9058,21390,50794,0,West Midlands,4579,HBY
Hartlepool,84664,498982,43330,626976,2523,North East,8009,HPL
Hartwood,5592,8496,896,14984,0,Scotland,9246,HTW
Harwich International,33312,47578,22966,103856,0,East of England,6902,HPQ
Harwich Town,20938,47512,33884,102334,0,East of England,6905,HWC
Haslemere,375236,542736,380020,1297992,63305,South East,5633,HSL
Hassocks,262174,597148,261500,1120822,0,South East,5489,HSK
Hastings,331866,1190856,479254,2001976,32871,South East,5219,HGS
Hatch End,138580,434624,21738,594942,0,London,1398,HTE
Hatfield (Herts),949822,1189802,178540,2318164,0,East of England,6070,HAT
Hatfield and Stainforth,13688,32080,7474,53242,7890,Yorkshire and The Humber,6528,HFS
Hatfield Peverel,102780,101880,120230,324890,0,East of England,6845,HAP
Hathersage,24608,68186,2452,95246,0,East Midlands,2826,HSG
Hattersley,36800,27300,20412,84512,0,North West,2604,HTY
Hatton,12998,6740,66986,86724,0,West Midlands,4594,HTN
Havant,420218,1179816,289476,1889510,315601,South East,5532,HAV
Havenhouse,336,362,0,698,0,East Midlands,6260,HVN
Haverfordwest,39772,64302,156,104230,0,Wales,4079,HVF
Hawarden,17398,1918,616,19932,0,Wales,2428,HWD
Hawarden Bridge,2204,106,46,2356,0,Wales,2146,HWB
Hawkhead,74714,120548,23112,218374,0,Scotland,9634,HKH
Haydon Bridge,5650,33162,4102,42914,0,North East,7569,HDB
Haydons Road,123636,119606,47856,291098,0,London,5289,HYR
Hayes (Kent),354834,408930,91704,855468,0,London,5050,HYS
Hayes and Harlington,2238780,4471382,1054984,7765146,150018,London,3186,HAY
Hayle,21680,101502,13462,136644,0,South West,3513,HYL
Haymarket,1420100,1475460,85610,2981170,617295,Scotland,9419,HYM
Haywards Heath,976600,1856100,863262,3695962,346064,South East,5490,HHE
Hazel Grove,128496,253592,59388,441476,527,North West,2768,HAZ
Headbolt Lane,51768,260840,98298,410906,15154,North West,425,HBL
Headcorn,117744,270320,148442,536506,0,South East,5220,HCN
Headingley,147354,152120,40892,340366,0,Yorkshire and The Humber,8498,HDY
Headstone Lane,123096,271806,42572,437474,0,London,1434,HDL
Heald Green,122612,186440,49276,358328,3365,North West,2860,HDG
Healing,3044,3490,514,7048,0,Yorkshire and The Humber,6283,HLI
Heath High Level,265368,18440,57680,341488,0,Wales,3845,HHL
Heath Low Level,47734,2430,10066,60230,0,Wales,3908,HLL
Heathrow Terminal 4 (Rail Station Only),483634,564218,39100,1086952,0,London,7091,HAF
Heathrow Terminal 5 (Rail Station Only),1827064,2131490,147714,4106268,0,London,9846,HWV
Heathrow Terminals 2 and 3 (Rail Station Only),3063020,3573380,247638,6884038,0,London,7090,HXX
Heaton Chapel,255072,200538,102274,557884,0,North West,2861,HTC
Hebden Bridge,229416,475018,61972,766406,31189,Yorkshire and The Humber,8524,HBD
Heckington,23448,12160,3732,39340,0,East Midlands,6220,HEC
Hedge End,87578,213544,61508,362630,0,South East,5893,HDE
Hednesford,89876,131746,31916,253538,0,West Midlands,1148,HNF
Heighington,7826,8382,17876,34084,0,North East,7887,HEI
Helensburgh Central,193394,367534,66606,627534,90,Scotland,9981,HLC
Helensburgh Upper,3608,6856,1242,11706,9827,Scotland,9982,HLU
Hellifield,3320,24584,1126,29030,258,Yorkshire and The Humber,2656,HLD
Helmsdale,2958,1080,0,4038,0,Scotland,8647,HMS
Helsby,55482,39412,3468,98362,61861,North West,2149,HSB
Hemel Hempstead,493388,782284,160874,1436546,10464,East of England,1391,HML
Hendon,322764,400870,234116,957750,0,London,1522,HEN
Hengoed,89124,4764,30050,123938,0,Wales,4028,HNG
Henley-In-Arden,21990,28540,27232,77762,0,West Midlands,4524,HNL
Henley-On-Thames,242916,373596,104882,721394,0,South East,3146,HOT
Hensall,398,52,352,802,0,Yorkshire and The Humber,8129,HEL
Hereford,239986,613176,308028,1161190,43926,West Midlands,3607,HFD
Herne Bay,135182,301132,311972,748286,0,South East,5174,HNB
Herne Hill,779884,1129232,370280,2279396,1056646,London,5066,HNH
Hersham,246272,253080,166724,666076,0,South East,5590,HER
Hertford East,381906,497490,131708,1011104,0,East of England,6818,HFE
Hertford North,365950,476706,126206,968862,3364,East of England,6085,HFN
Hessle,6920,49426,5428,61774,0,Yorkshire and The Humber,8067,HES
Heswall,14368,39438,9450,63256,0,North West,2138,HSW
Hever,7872,26680,5856,40408,0,South East,5417,HEV
Heworth,9928,29270,5922,45120,0,North East,7766,HEW
Hexham,52038,316918,25768,394724,4884,North East,7506,HEX
Heyford,7072,22508,3850,33430,0,South East,3194,HYD
Heysham Port,728,11498,0,12226,0,North West,2691,HHB
High Brooms,280852,492694,250188,1023734,0,South East,5235,HIB
High Street (Glasgow),292222,461358,73358,826938,0,Scotland,9909,HST
High Wycombe,761768,915038,294208,1971014,69677,South East,3054,HWY
Higham,45042,34430,36024,115496,0,South East,5202,HGM
Highams Park,1009706,1479550,240824,2730080,0,London,6919,HIP
Highbridge and Burnham,80794,133474,15330,229598,0,South West,3314,HIG
Highbury and Islington,6330534,12717130,2779916,21827580,3779900,London,6009,HHY
Hightown,73830,174410,42744,290984,0,North West,2356,HTO
Hildenborough,113028,115710,96710,325448,0,South East,5236,HLB
Hillfoot,85944,134798,10348,231090,0,Scotland,9983,HLF
Hillington East,76452,95466,37334,209252,0,Scotland,9676,HLE
Hillington West,113458,113466,51270,278194,0,Scotland,9630,HLW
Hillside,106724,345726,94540,546990,0,North West,2231,HIL
Hilsea,117812,142474,50322,310608,6525,South East,5539,HLS
Hinchley Wood,90192,102050,61758,254000,0,South East,5591,HYW
Hinckley (Leics),96490,181956,23838,302284,0,East Midlands,1870,HNK
Hindley,47760,68600,31988,148348,28986,North West,2398,HIN
Hinton Admiral,37866,78330,9048,125244,0,South East,5880,HNA
Hitchin,998612,1277096,406702,2682410,92948,East of England,6086,HIT
Hither Green,911450,1288474,488600,2688524,415291,London,5107,HGR
Hockley,293306,253974,284582,831862,0,East of England,6880,HOC
Hollingbourne,14624,20972,22148,57744,0,South East,5141,HBN
Holmes Chapel,77576,101306,23472,202354,0,North West,1221,HCH
Holmwood,20498,21590,7588,49676,0,South East,5308,HLM
Holton Heath,17212,8958,5530,31700,0,South West,5941,HOL
Holyhead,64846,145818,12186,222850,489,Wales,2437,HHD
Holytown,63230,77510,16688,157428,4,Scotland,9738,HLY
Homerton,1437428,2523688,594864,4555980,0,London,6979,HMN
Honeybourne,19922,65138,7184,92244,0,West Midlands,4794,HYB
Honiton,39776,214230,59524,313530,9304,South West,5717,HON
Honley,12584,18968,10386,41938,0,Yorkshire and The Humber,8436,HOY
Honor Oak Park,864864,1471946,234090,2570900,0,London,5418,HPA
Hook,128120,214572,92154,434846,0,South East,5523,HOK
Hooton,386070,227116,143464,756650,108976,North West,2193,HOO
Hope (Derbyshire),24434,62164,3918,90516,0,East Midlands,2828,HOP
Hope (Flintshire),10658,868,3804,15330,0,Wales,2432,HPE
Hopton Heath,898,394,0,1292,0,West Midlands,4189,HPT
Horden,17206,112538,7036,136780,0,North East,6604,HRE
Horley,485882,530624,202762,1219268,0,South East,5365,HOR
Hornbeam Park,103990,163980,99820,367790,0,Yorkshire and The Humber,8212,HBP
Hornsey,498978,782794,218588,1500360,0,London,6015,HRN
Horsforth,324288,302036,113928,740252,3104,Yorkshire and The Humber,8499,HRS
Horsham,661898,1086736,497080,2245714,173975,South East,5309,HRH
Horsley,106958,147204,67292,321454,0,South East,5562,HSY
Horton-In-Ribblesdale,2884,17662,24,20570,0,Yorkshire and The Humber,2105,HIR
Horwich Parkway,144166,279824,83388,507378,0,North West,8720,HWI
Hoscar,260,500,40,800,0,North West,2399,HSC
Hough Green,63886,83692,36488,184066,0,North West,2303,HGN
Hounslow,292780,381990,148394,823164,981,London,5563,HOU
Hove,486998,1049108,268892,1804998,408551,South East,5273,HOV
Hoveton and Wroxham,40324,77512,8992,126828,0,East of England,7327,HXM
How Wood (Hertfordshire),10326,11840,2984,25150,0,East of England,1563,HWW
Howden,18442,98956,5920,123318,0,Yorkshire and The Humber,8071,HOW
Howwood (Renfrewshire),22600,39468,9158,71226,0,Scotland,1734,HOZ
Hoxton,1185838,2505908,406392,4098138,0,London,1023,HOX
Hoylake,243844,221852,95714,561410,0,North West,2194,HYK
Hubberts Bridge,546,260,0,806,0,East Midlands,6221,HBB
Hucknall,98426,30478,24508,153412,0,East Midlands,1862,HKN
Huddersfield,958116,1642872,420994,3021982,603191,Yorkshire and The Humber,8437,HUD
Hull,162570,2336808,140318,2639696,76502,Yorkshire and The Humber,8126,HUL
Humphrey Park,14268,5350,3204,22822,0,North West,2937,HUP
Huncoat,7488,10624,7112,25224,0,North West,2558,HCT
Hungerford,61248,173320,53754,288322,0,South East,3072,HGD
Hunmanby,4686,27138,5372,37196,0,Yorkshire and The Humber,8098,HUB
Huntingdon,439434,800200,181386,1421020,0,East of England,6108,HUN
Huntly,33194,25200,2562,60956,0,Scotland,8921,HNT
Hunts Cross,283144,851718,289088,1423950,17914,North West,2235,HNX
Hurst Green,122358,160216,187882,470456,40154,South East,5463,HUR
Hutton Cranswick,3302,26420,6266,35988,0,Yorkshire and The Humber,8099,HUT
Huyton,193390,321882,116150,631422,21770,North West,2160,HUY
Hyde Central,33826,18082,11888,63796,0,North West,2829,HYC
Hyde North,17558,7158,10624,35340,0,North West,2959,HYT
Hykeham,103966,30736,22368,157070,0,East Midlands,6310,HKM
Hyndland,439416,736134,128664,1304214,926006,Scotland,9845,HYN
Hythe (Essex),90826,197966,38848,327640,0,East of England,6851,HYH
Ifield,73704,102012,55182,230898,0,South East,5495,IFI
Ilford,3695658,7603150,1863714,13162522,33,London,6881,IFD
Ilkeston,77704,64740,6810,149254,0,East Midlands,7783,ILN
Ilkley,371128,401088,403690,1175906,0,Yorkshire and The Humber,8568,ILK
Imperial Wharf,1038480,1408856,570644,3017980,0,London,9586,IMW
Ince (Manchester),11488,18344,5666,35498,0,North West,2236,INC
Ince and Elton (Cheshire),70,16,0,86,0,North West,2122,INE
Ingatestone,258962,164116,304510,727588,0,East of England,6882,INT
Insch,34346,23146,3944,61436,0,Scotland,8922,INS
Invergordon,24934,2946,700,28580,0,Scotland,8648,IGD
Invergowrie,14666,3140,3060,20866,0,Scotland,8778,ING
Inverkeithing,337902,500694,34760,873356,43448,Scotland,9136,INK
Inverkip,24384,43260,5568,73212,0,Scotland,9646,INP
Inverness,468352,681778,19420,1169550,51133,Scotland,8649,INV
Inverness Airport,40726,11940,1254,53920,0,Scotland,455,IVA
Invershin,346,94,0,440,0,Scotland,8614,INH
Inverurie,171508,153218,33414,358140,0,Scotland,8924,INR
Ipswich,689974,1901338,436742,3028054,666132,East of England,7217,IPS
Irlam,110910,73954,52420,237284,0,North West,2817,IRL
Irvine,203394,383328,41660,628382,0,Scotland,9508,IRV
Isleworth,310026,331076,237290,878392,0,London,5592,ISL
Islip,12822,14382,6294,33498,0,South East,3110,ISP
Iver,93024,159826,68192,321042,0,South East,3170,IVR
Ivybridge,19372,81890,16856,118118,0,South West,3555,IVY
James Cook University Hospital,10290,36846,5234,52370,0,North East,9507,JCH
Jewellery Quarter,154888,138934,105364,399186,0,West Midlands,1097,JEQ
Johnston (Pembs),3540,3416,0,6956,0,Wales,4081,JOH
Johnstone (Renfrewshire),346622,604576,135038,1086236,0,Scotland,9648,JHN
Jordanhill,79660,148790,11390,239840,0,Scotland,9995,JOR
Kearsley (Manchester),11874,32312,7988,52174,0,North West,2605,KSL
Kearsney (Kent),15476,21846,9414,46736,0,South East,5038,KSN
Keighley,433970,604018,287080,1325068,1092,Yorkshire and The Humber,8468,KEI
Keith,32558,37898,1018,71474,0,Scotland,8925,KEH
Kelvedon,167246,168168,210278,545692,0,East of England,6838,KEL
Kelvindale,19532,31700,9434,60666,0,Scotland,1655,KVD
Kemble,29262,338636,31908,399806,0,South West,3325,KEM
Kempston Hardwick,1208,1088,0,2296,0,East of England,1384,KMH
Kempton Park Racecourse,12062,36796,1658,50516,0,South East,5678,KMP
Kemsing,7090,5220,3624,15934,0,South East,5079,KMS
Kemsley,85570,52592,62080,200242,0,South East,5205,KML
Kendal,14096,117870,23042,155008,0,North West,1976,KEN
Kenilworth,50224,79884,7612,137720,0,West Midlands,7985,KNW
Kenley,97598,124452,44002,266052,0,London,5419,KLY
Kennett,24152,17340,8734,50226,0,East of England,7011,KNE
Kennishead,28786,55100,8248,92134,0,Scotland,9816,KNS
Kensal Green,286602,627794,112388,1026784,0,London,1447,KNL
Kensal Rise,798464,1283310,472694,2554468,0,London,1448,KNR
Kensington Olympia,916532,1355382,413226,2685140,3558,London,3092,KPA
Kent House,314316,351334,113704,779354,0,London,5080,KTH
Kentish Town,599780,824054,363032,1786866,0,London,1553,KTN
Kentish Town West,612182,1014974,259718,1886874,0,London,1449,KTW
Kenton,268852,655368,233938,1158158,0,London,1399,KNT
